OutageID,CircuitID,PoleID,StartDateKey,StartTime,EndDateKey,EndTime,CauseCode,WeatherEventType,CustomersAffected,MinutesOut,IsPlanned,IsWildfirePrevention
OUT_0000880,CKT_0115,P_0011706,20240701,13:45,20240701,17:07,WEATHER,Wind,310,18,False,False
OUT_0000881,CKT_0133,P_0001503,20220819,23:00,20220819,09:58,EQUIP_FAIL,Snow,140,453,False,False
OUT_0000882,CKT_0032,P_0010093,20201221,16:59,20201221,12:32,EQUIP_FAIL,Wind,5,83,True,False
OUT_0000883,CKT_0045,,20230331,05:17,20230331,14:04,EQUIP_FAIL,None,1023,90,False,False
OUT_0000884,CKT_0020,,20200315,20:54,20200315,22:50,EQUIP_FAIL,Snow,231,13,False,False
OUT_0000885,CKT_0132,,20190824,02:59,20190824,05:01,WEATHER,Storm,24,157,False,False
OUT_0000886,CKT_0089,P_0002737,20240904,16:01,20240904,23:30,TREES,Wind,21,16,False,False
OUT_0000887,CKT_0028,P_0007748,20191004,14:49,20191004,15:00,FIRE_PREVENT,Storm,608,64,False,True
OUT_0000888,CKT_0102,P_0005974,20190101,00:56,20190101,23:09,OTHER,Snow,920,118,False,False
OUT_0000889,CKT_0072,P_0010352,20190723,15:01,20190723,12:23,TREES,Wind,774,5,False,False
OUT_0000890,CKT_0135,,20220927,06:51,20220927,15:34,WEATHER,Wind,428,5,False,False
OUT_0000891,CKT_0081,P_0012367,20240825,10:18,20240825,07:23,OTHER,Wind,268,149,False,False
OUT_0000892,CKT_0071,P_0007278,20191231,00:19,20191231,11:34,TREES,Snow,243,154,False,False
OUT_0000893,CKT_0071,,20210314,22:35,20210314,11:53,WEATHER,Wind,75,20,False,False
OUT_0000894,CKT_0049,P_0008693,20211211,01:21,20211211,01:03,EQUIP_FAIL,Storm,165,86,False,False
OUT_0000895,CKT_0103,P_0011206,20240617,23:50,20240617,00:46,TREES,Wind,105,43,False,False
OUT_0000896,CKT_0113,P_0010600,20230826,17:32,20230826,01:37,EQUIP_FAIL,Snow,108,220,True,False
OUT_0000897,CKT_0098,P_0012347,20220206,06:37,20220206,20:41,TREES,Storm,57,150,False,False
OUT_0000898,CKT_0082,P_0014137,20221112,20:32,20221112,07:10,TREES,Snow,1129,78,False,False
OUT_0000899,CKT_0131,P_0008604,20230506,03:06,20230506,13:34,EQUIP_FAIL,Snow,2,77,True,False
OUT_0000900,CKT_0135,,20220703,17:38,20220703,21:44,EQUIP_FAIL,None,102,97,True,False
OUT_0000901,CKT_0025,P_0012250,20240428,08:39,20240428,16:38,FIRE_PREVENT,None,420,206,False,True
OUT_0000902,CKT_0059,P_0008385,20231231,21:37,20231231,21:54,TREES,Storm,189,165,False,False
OUT_0000903,CKT_0068,P_0005585,20220310,03:48,20220310,11:16,WEATHER,Snow,126,78,False,False
OUT_0000904,CKT_0148,P_0012600,20220310,12:51,20220310,02:47,ANIMALS,Wind,218,8,False,False
OUT_0000905,CKT_0067,,20201207,07:14,20201207,12:24,TREES,Snow,19,22,False,False
OUT_0000906,CKT_0107,,20190926,09:37,20190926,06:18,WEATHER,Storm,46,70,False,False
OUT_0000907,CKT_0118,P_0011743,20210404,07:18,20210404,20:09,TREES,Wind,58,58,False,False
OUT_0000908,CKT_0019,P_0002704,20200501,08:51,20200501,10:51,OTHER,HeatWave,115,119,False,False
OUT_0000909,CKT_0082,P_0012025,20210325,03:49,20210325,10:59,WEATHER,Wind,846,39,False,False
OUT_0000910,CKT_0100,P_0004536,20190928,13:58,20190928,00:38,ANIMALS,None,8,50,False,False
OUT_0000911,CKT_0120,,20191113,11:28,20191113,16:31,TREES,Wind,106,23,False,False
OUT_0000912,CKT_0087,,20190223,17:10,20190223,21:39,EQUIP_FAIL,None,225,159,False,False
OUT_0000913,CKT_0073,P_0001296,20190813,23:40,20190813,15:14,TREES,Storm,90,6,False,False
OUT_0000914,CKT_0063,P_0000312,20230110,23:01,20230110,04:29,TREES,Snow,176,193,False,False
OUT_0000915,CKT_0010,P_0010709,20241127,04:57,20241127,15:12,WEATHER,Snow,1072,91,False,False
OUT_0000916,CKT_0061,P_0003646,20241118,13:39,20241118,18:19,WEATHER,Snow,200,9,False,False
OUT_0000917,CKT_0107,P_0007791,20201213,09:55,20201213,11:41,EQUIP_FAIL,Wind,227,44,True,False
OUT_0000918,CKT_0087,P_0009283,20230719,17:17,20230719,06:51,ANIMALS,HeatWave,440,124,False,False
OUT_0000919,CKT_0109,P_0008700,20230507,07:44,20230507,17:01,ANIMALS,Storm,441,18,False,False
OUT_0000920,CKT_0111,P_0007864,20220502,03:52,20220502,09:23,FIRE_PREVENT,Storm,9,62,False,True
OUT_0000921,CKT_0059,P_0013330,20230411,23:51,20230411,23:51,ANIMALS,Storm,17,5,False,False
OUT_0000922,CKT_0132,,20230606,10:40,20230606,13:45,TREES,Wind,2,107,False,False
OUT_0000923,CKT_0073,P_0006811,20230603,16:05,20230603,11:59,OTHER,Snow,61,71,False,False
OUT_0000924,CKT_0064,P_0007099,20191010,04:50,20191010,20:14,TREES,Wind,152,92,False,False
OUT_0000925,CKT_0066,,20191104,06:38,20191104,02:25,WEATHER,Storm,23,121,False,False
OUT_0000926,CKT_0148,,20191121,19:31,20191121,06:49,WEATHER,Storm,22,116,False,False
OUT_0000927,CKT_0092,,20220616,22:24,20220616,11:37,EQUIP_FAIL,HeatWave,49,43,False,False
OUT_0000928,CKT_0028,,20220408,03:34,20220408,02:43,TREES,Storm,155,35,False,False
OUT_0000929,CKT_0116,,20240225,18:27,20240225,03:40,EQUIP_FAIL,Wind,47,13,False,False
OUT_0000930,CKT_0069,P_0013057,20220118,20:53,20220118,11:07,ANIMALS,Snow,1646,152,False,False
OUT_0000931,CKT_0122,P_0004899,20240923,09:52,20240923,08:03,EQUIP_FAIL,Snow,323,6,False,False
OUT_0000932,CKT_0050,P_0004609,20220701,18:06,20220701,12:52,TREES,Wind,129,31,False,False
OUT_0000933,CKT_0105,,20210110,13:39,20210110,13:59,TREES,Snow,61,5,False,False
OUT_0000934,CKT_0093,P_0002868,20230816,16:44,20230816,07:13,WEATHER,Storm,234,86,False,False
OUT_0000935,CKT_0097,P_0010234,20240706,06:31,20240706,06:04,WEATHER,Storm,132,308,False,False
OUT_0000936,CKT_0059,P_0005122,20191111,09:12,20191111,13:37,WEATHER,Wind,267,239,False,False
OUT_0000937,CKT_0015,P_0014505,20220815,01:02,20220815,13:30,TREES,Wind,7,117,False,False
OUT_0000938,CKT_0061,P_0013746,20230315,13:29,20230315,03:23,ANIMALS,Wind,325,134,False,False
OUT_0000939,CKT_0083,,20200822,23:45,20200822,14:51,ANIMALS,Storm,247,55,False,False
OUT_0000940,CKT_0098,,20240523,17:13,20240523,21:49,TREES,Snow,32,14,False,False
OUT_0000941,CKT_0029,P_0010871,20201204,11:18,20201204,02:56,WEATHER,Snow,152,83,False,False
OUT_0000942,CKT_0015,,20190808,15:43,20190808,03:22,TREES,Wind,63,147,False,False
OUT_0000943,CKT_0092,P_0011174,20200905,05:35,20200905,10:57,EQUIP_FAIL,Snow,76,248,False,False
OUT_0000944,CKT_0049,P_0001096,20231225,11:30,20231225,22:41,TREES,Storm,739,97,False,False
OUT_0000945,CKT_0011,P_0010776,20220827,04:09,20220827,04:55,EQUIP_FAIL,Storm,103,251,False,False
OUT_0000946,CKT_0049,,20230918,11:46,20230918,21:39,TREES,Storm,41,33,False,False
OUT_0000947,CKT_0102,,20190620,20:07,20190620,09:17,ANIMALS,Storm,499,5,False,False
OUT_0000948,CKT_0118,P_0014024,20220920,21:00,20220920,06:58,TREES,Snow,613,85,False,False
OUT_0000949,CKT_0099,P_0007745,20230212,12:46,20230212,17:29,TREES,Snow,6,56,False,False
OUT_0000950,CKT_0048,,20190212,00:17,20190212,23:27,TREES,Storm,610,169,False,False
OUT_0000951,CKT_0131,P_0011911,20201227,22:57,20201227,21:35,OTHER,None,28,356,False,False
OUT_0000952,CKT_0070,P_0001652,20230912,02:27,20230912,15:06,EQUIP_FAIL,Snow,128,82,True,False
OUT_0000953,CKT_0071,P_0000486,20240529,22:21,20240529,16:14,TREES,Storm,21,11,False,False
OUT_0000954,CKT_0003,,20190221,17:00,20190221,23:47,EQUIP_FAIL,Storm,208,144,False,False
OUT_0000955,CKT_0101,P_0004190,20230921,21:26,20230921,11:34,WEATHER,Storm,235,126,False,False
OUT_0000956,CKT_0132,,20210417,13:51,20210417,13:44,TREES,Wind,689,104,False,False
OUT_0000957,CKT_0067,P_0007232,20221218,01:34,20221218,12:55,WEATHER,Wind,25,214,False,False
OUT_0000958,CKT_0053,P_0010118,20190704,07:54,20190704,00:45,TREES,Wind,1009,182,False,False
OUT_0000959,CKT_0064,P_0014269,20190223,12:53,20190223,07:38,TREES,Snow,164,38,False,False
OUT_0000960,CKT_0022,P_0005684,20240423,16:35,20240423,02:44,EQUIP_FAIL,Wind,677,5,False,False
OUT_0000961,CKT_0081,P_0013660,20231211,17:09,20231211,08:44,TREES,Snow,230,22,False,False
OUT_0000962,CKT_0059,P_0014884,20190730,14:36,20190730,22:54,TREES,Snow,448,5,False,False
OUT_0000963,CKT_0070,P_0014730,20221201,09:51,20221201,03:42,TREES,Storm,134,26,False,False
OUT_0000964,CKT_0012,,20210630,13:54,20210630,12:05,WEATHER,Storm,40,17,False,False
OUT_0000965,CKT_0100,,20191231,02:14,20191231,05:15,ANIMALS,Wind,51,217,False,False
OUT_0000966,CKT_0089,P_0009716,20220710,00:07,20220710,21:54,TREES,Storm,441,18,False,False
OUT_0000967,CKT_0043,P_0007750,20210508,01:48,20210508,06:08,WEATHER,Wind,155,147,False,False
OUT_0000968,CKT_0002,,20190530,17:29,20190530,04:24,EQUIP_FAIL,HeatWave,219,40,False,False
OUT_0000969,CKT_0144,P_0014761,20221124,10:42,20221124,02:46,WEATHER,Snow,341,344,False,False
OUT_0000970,CKT_0135,P_0002836,20221230,17:13,20221230,21:03,TREES,Snow,72,37,False,False
OUT_0000971,CKT_0048,P_0012298,20200108,16:05,20200108,12:42,TREES,Snow,115,63,False,False
OUT_0000972,CKT_0008,,20240403,02:38,20240403,07:00,WEATHER,Snow,171,92,False,False
OUT_0000973,CKT_0137,P_0000102,20220929,02:35,20220929,11:37,WEATHER,Wind,48,16,False,False
OUT_0000974,CKT_0058,P_0014043,20191223,07:07,20191223,02:48,TREES,Storm,21,138,False,False
OUT_0000975,CKT_0026,P_0005819,20221111,13:31,20221111,05:11,FIRE_PREVENT,Storm,1393,116,False,True
OUT_0000976,CKT_0111,P_0010431,20190831,10:46,20190831,00:44,TREES,Storm,20,33,False,False
OUT_0000977,CKT_0017,P_0013920,20200629,03:03,20200629,03:43,WEATHER,Storm,255,130,False,False
OUT_0000978,CKT_0048,P_0011752,20210722,19:40,20210722,22:11,WEATHER,Snow,627,15,False,False
OUT_0000979,CKT_0092,P_0005087,20190727,22:56,20190727,08:16,TREES,Wind,122,47,False,False
OUT_0000980,CKT_0129,,20240508,23:25,20240508,13:59,TREES,Snow,25,84,False,False
OUT_0000981,CKT_0011,,20230914,18:40,20230914,05:44,TREES,Storm,991,18,False,False
OUT_0000982,CKT_0080,P_0013846,20221115,15:52,20221115,12:44,TREES,Snow,320,176,False,False
OUT_0000983,CKT_0122,P_0008127,20191229,02:35,20191229,06:47,WEATHER,Storm,76,133,False,False
OUT_0000984,CKT_0021,,20240302,22:37,20240302,03:18,TREES,Storm,69,12,False,False
OUT_0000985,CKT_0124,P_0011944,20240402,22:30,20240402,05:17,WEATHER,Wind,74,41,False,False
OUT_0000986,CKT_0109,P_0009326,20231028,02:32,20231028,05:03,WEATHER,Storm,506,62,False,False
OUT_0000987,CKT_0030,P_0013078,20240313,03:51,20240313,14:32,TREES,Storm,56,54,False,False
OUT_0000988,CKT_0069,P_0002070,20221121,07:33,20221121,22:19,EQUIP_FAIL,None,581,195,True,False
OUT_0000989,CKT_0002,P_0012039,20220317,04:57,20220317,01:56,TREES,Storm,100,90,False,False
OUT_0000990,CKT_0124,,20230618,07:27,20230618,11:36,OTHER,Snow,246,179,True,False
OUT_0000991,CKT_0088,,20210225,15:01,20210225,15:46,ANIMALS,Storm,556,164,False,False
OUT_0000992,CKT_0131,P_0001205,20200604,05:38,20200604,00:44,FIRE_PREVENT,HeatWave,1,165,False,True
OUT_0000993,CKT_0027,P_0008370,20240923,19:34,20240923,02:57,EQUIP_FAIL,HeatWave,201,23,False,False
OUT_0000994,CKT_0122,,20230912,14:09,20230912,02:41,WEATHER,Snow,182,80,False,False
OUT_0000995,CKT_0027,,20240403,23:04,20240403,12:31,EQUIP_FAIL,Wind,741,51,False,False
OUT_0000996,CKT_0118,P_0003998,20220703,15:03,20220703,04:09,OTHER,Snow,1211,10,True,False
OUT_0000997,CKT_0130,,20231207,13:10,20231207,03:01,TREES,Wind,817,29,False,False
OUT_0000998,CKT_0016,P_0002433,20200223,05:01,20200223,18:05,TREES,Wind,287,20,False,False
OUT_0000999,CKT_0035,P_0010774,20210406,18:15,20210406,17:51,TREES,Wind,12,25,False,False
OUT_0001000,CKT_0048,,20220927,10:51,20220927,07:05,TREES,Wind,131,92,False,False
OUT_0001001,CKT_0081,P_0002587,20200818,19:10,20200818,07:03,WEATHER,Snow,233,24,False,False
OUT_0001002,CKT_0087,P_0013636,20220405,18:29,20220405,04:36,TREES,Wind,40,7,False,False
OUT_0001003,CKT_0135,P_0003300,20190904,14:04,20190904,06:58,EQUIP_FAIL,Wind,225,89,False,False
OUT_0001004,CKT_0065,,20211017,04:54,20211017,07:32,WEATHER,Storm,518,53,False,False
OUT_0001005,CKT_0054,P_0008721,20240102,00:00,20240102,23:30,EQUIP_FAIL,None,32,54,False,False
OUT_0001006,CKT_0106,,20240605,13:18,20240605,05:45,WEATHER,Snow,83,80,False,False
OUT_0001007,CKT_0045,P_0013478,20191011,14:33,20191011,11:09,EQUIP_FAIL,None,1050,16,False,False
OUT_0001008,CKT_0008,P_0009020,20230924,19:04,20230924,06:58,WEATHER,Snow,227,10,False,False
OUT_0001009,CKT_0085,P_0013695,20190103,07:07,20190103,22:29,FIRE_PREVENT,None,299,17,False,True
OUT_0001010,CKT_0028,P_0012777,20190224,21:41,20190224,10:51,TREES,Snow,143,62,False,False
OUT_0001011,CKT_0029,P_0003034,20200627,08:17,20200627,05:42,WEATHER,Storm,149,211,False,False
OUT_0001012,CKT_0075,P_0000522,20230319,05:23,20230319,22:35,TREES,Wind,34,41,False,False
OUT_0001013,CKT_0032,P_0001701,20230201,00:33,20230201,16:38,OTHER,Storm,7,54,False,False
OUT_0001014,CKT_0021,P_0005715,20191007,03:00,20191007,16:42,WEATHER,Storm,159,11,False,False
OUT_0001015,CKT_0047,P_0007186,20200920,19:53,20200920,20:50,EQUIP_FAIL,Wind,125,193,True,False
OUT_0001016,CKT_0073,,20190204,09:43,20190204,12:44,WEATHER,Storm,9,213,False,False
OUT_0001017,CKT_0006,P_0005805,20230823,04:52,20230823,10:16,WEATHER,Snow,209,69,False,False
OUT_0001018,CKT_0004,P_0013796,20201212,16:48,20201212,17:07,EQUIP_FAIL,Snow,109,321,False,False
OUT_0001019,CKT_0101,,20210317,07:23,20210317,06:08,WEATHER,Snow,261,76,False,False
OUT_0001020,CKT_0088,P_0004637,20190325,21:59,20190325,03:50,EQUIP_FAIL,None,5,14,True,False
OUT_0001021,CKT_0122,P_0000294,20230217,16:36,20230217,15:16,TREES,Snow,26,15,False,False
OUT_0001022,CKT_0072,,20230709,06:05,20230709,13:35,TREES,Snow,689,87,False,False
OUT_0001023,CKT_0005,P_0008733,20241008,11:43,20241008,21:04,WEATHER,Snow,60,120,False,False
OUT_0001024,CKT_0085,P_0014815,20210916,00:31,20210916,01:40,ANIMALS,HeatWave,590,240,False,False
OUT_0001025,CKT_0003,P_0002739,20220214,19:44,20220214,12:18,TREES,Wind,91,113,False,False
OUT_0001026,CKT_0066,,20230302,23:01,20230302,12:44,FIRE_PREVENT,Wind,35,35,False,True
OUT_0001027,CKT_0045,,20191109,00:07,20191109,15:41,TREES,Snow,32,44,False,False
OUT_0001028,CKT_0115,P_0012965,20230708,10:10,20230708,08:54,EQUIP_FAIL,Storm,437,21,True,False
OUT_0001029,CKT_0056,P_0003846,20230813,06:03,20230813,12:45,OTHER,Snow,3,44,True,False
OUT_0001030,CKT_0061,,20190119,15:58,20190119,06:44,WEATHER,Storm,486,59,False,False
OUT_0001031,CKT_0011,P_0002094,20230615,11:12,20230615,10:34,WEATHER,Storm,165,95,False,False
OUT_0001032,CKT_0071,P_0000425,20240318,23:17,20240318,06:21,ANIMALS,Wind,22,42,False,False
OUT_0001033,CKT_0023,P_0008660,20221104,03:15,20221104,06:14,OTHER,Storm,292,277,False,False
OUT_0001034,CKT_0068,P_0002905,20220613,23:38,20220613,11:58,WEATHER,Storm,1718,33,False,False
OUT_0001035,CKT_0050,P_0003915,20200325,08:26,20200325,18:14,TREES,Wind,80,15,False,False
OUT_0001036,CKT_0106,P_0005256,20240725,15:35,20240725,16:50,TREES,Snow,64,23,False,False
OUT_0001037,CKT_0042,P_0001394,20220213,05:48,20220213,01:19,OTHER,Snow,22,97,False,False
OUT_0001038,CKT_0085,P_0005463,20220727,03:32,20220727,16:35,ANIMALS,Snow,557,11,False,False
OUT_0001039,CKT_0029,P_0003876,20191125,23:24,20191125,23:39,TREES,Wind,24,56,False,False
OUT_0001040,CKT_0046,P_0002137,20240804,06:50,20240804,19:54,EQUIP_FAIL,Storm,342,15,False,False
OUT_0001041,CKT_0018,,20230627,08:31,20230627,13:59,EQUIP_FAIL,None,12,5,False,False
OUT_0001042,CKT_0081,P_0013430,20231120,22:17,20231120,09:00,TREES,Storm,191,11,False,False
OUT_0001043,CKT_0057,P_0001787,20211125,09:09,20211125,10:13,EQUIP_FAIL,HeatWave,535,15,False,False
OUT_0001044,CKT_0017,P_0008292,20240610,07:00,20240610,20:35,TREES,Snow,35,102,False,False
OUT_0001045,CKT_0089,P_0010036,20190820,17:31,20190820,05:07,TREES,Snow,27,106,False,False
OUT_0001046,CKT_0053,P_0001395,20220414,23:01,20220414,05:02,ANIMALS,Wind,929,7,False,False
OUT_0001047,CKT_0132,P_0014445,20221023,20:41,20221023,10:28,WEATHER,Storm,329,95,False,False
OUT_0001048,CKT_0013,,20231027,17:27,20231027,21:07,TREES,Wind,48,77,False,False
OUT_0001049,CKT_0032,P_0001874,20210308,13:04,20210308,18:06,TREES,Snow,8,122,False,False
OUT_0001050,CKT_0037,,20221024,13:43,20221024,08:03,TREES,Snow,303,100,False,False
OUT_0001051,CKT_0037,P_0004836,20230414,01:50,20230414,11:47,ANIMALS,HeatWave,40,61,False,False
OUT_0001052,CKT_0055,,20240816,20:31,20240816,15:15,EQUIP_FAIL,Storm,797,42,True,False
OUT_0001053,CKT_0120,P_0008311,20230903,16:50,20230903,16:19,TREES,Wind,131,68,False,False
OUT_0001054,CKT_0134,P_0007289,20221011,12:14,20221011,05:10,WEATHER,Wind,399,155,False,False
OUT_0001055,CKT_0148,,20230109,07:52,20230109,07:27,TREES,Storm,156,86,False,False
OUT_0001056,CKT_0004,P_0011770,20240728,00:52,20240728,05:14,WEATHER,Snow,77,356,False,False
OUT_0001057,CKT_0125,P_0005281,20240914,15:40,20240914,18:42,FIRE_PREVENT,None,180,29,False,True
OUT_0001058,CKT_0132,P_0010038,20200603,17:11,20200603,17:36,FIRE_PREVENT,None,34,11,False,True
OUT_0001059,CKT_0072,P_0014630,20191030,10:04,20191030,00:09,TREES,Snow,302,5,False,False
OUT_0001060,CKT_0061,P_0009544,20191018,20:33,20191018,02:16,ANIMALS,Storm,65,24,False,False
OUT_0001061,CKT_0036,P_0010174,20201010,13:42,20201010,01:45,FIRE_PREVENT,HeatWave,732,35,False,True
OUT_0001062,CKT_0057,P_0014924,20210905,01:37,20210905,08:29,TREES,Wind,250,5,False,False
OUT_0001063,CKT_0115,P_0010171,20231223,16:33,20231223,10:46,OTHER,Snow,158,34,False,False
OUT_0001064,CKT_0062,P_0010986,20241101,12:51,20241101,08:20,TREES,Snow,549,35,False,False
OUT_0001065,CKT_0013,P_0008807,20240603,12:53,20240603,06:55,ANIMALS,Storm,36,22,False,False
OUT_0001066,CKT_0100,,20210704,00:02,20210704,07:46,TREES,Wind,26,210,False,False
OUT_0001067,CKT_0104,P_0005978,20211127,04:15,20211127,09:41,EQUIP_FAIL,Snow,140,19,False,False
OUT_0001068,CKT_0031,P_0012759,20220114,01:07,20220114,04:40,TREES,Snow,60,30,False,False
OUT_0001069,CKT_0121,P_0013289,20230423,18:18,20230423,00:48,ANIMALS,None,1017,208,False,False
OUT_0001070,CKT_0048,P_0004633,20240728,11:08,20240728,01:31,TREES,Snow,449,13,False,False
OUT_0001071,CKT_0011,P_0004528,20211013,21:18,20211013,03:19,EQUIP_FAIL,HeatWave,790,70,False,False
OUT_0001072,CKT_0056,P_0005764,20190909,14:02,20190909,15:02,EQUIP_FAIL,Snow,122,14,False,False
OUT_0001073,CKT_0105,P_0001262,20231002,20:42,20231002,15:12,WEATHER,Wind,312,5,False,False
OUT_0001074,CKT_0068,,20200120,07:23,20200120,07:55,EQUIP_FAIL,Storm,256,11,True,False
OUT_0001075,CKT_0073,P_0002641,20210724,23:10,20210724,04:09,WEATHER,Storm,75,13,False,False
OUT_0001076,CKT_0120,P_0005523,20210501,14:48,20210501,12:24,FIRE_PREVENT,Storm,239,10,False,True
OUT_0001077,CKT_0057,P_0008379,20210115,18:00,20210115,18:58,ANIMALS,Storm,503,154,False,False
OUT_0001078,CKT_0012,,20211106,03:38,20211106,07:23,ANIMALS,Snow,37,76,False,False
OUT_0001079,CKT_0115,P_0010232,20210204,11:39,20210204,09:03,EQUIP_FAIL,Storm,35,182,True,False
OUT_0001080,CKT_0021,P_0003007,20240413,10:27,20240413,00:35,OTHER,HeatWave,74,51,False,False
OUT_0001081,CKT_0010,P_0007851,20230414,21:17,20230414,19:54,ANIMALS,Storm,416,46,False,False
OUT_0001082,CKT_0015,P_0011361,20220426,14:23,20220426,11:27,EQUIP_FAIL,HeatWave,98,21,False,False
OUT_0001083,CKT_0027,,20200331,07:18,20200331,00:02,WEATHER,Wind,241,5,False,False
OUT_0001084,CKT_0079,,20230730,04:11,20230730,19:01,WEATHER,Storm,74,149,False,False
OUT_0001085,CKT_0135,,20190507,11:01,20190507,15:27,TREES,Wind,57,9,False,False
OUT_0001086,CKT_0138,P_0006742,20240217,05:01,20240217,03:09,WEATHER,Storm,146,144,False,False
OUT_0001087,CKT_0063,,20220804,09:14,20220804,08:11,EQUIP_FAIL,Wind,356,116,True,False
OUT_0001088,CKT_0025,P_0001704,20230813,02:43,20230813,19:35,EQUIP_FAIL,Wind,201,8,False,False
OUT_0001089,CKT_0036,P_0001039,20220428,09:07,20220428,21:45,EQUIP_FAIL,HeatWave,72,173,False,False
OUT_0001090,CKT_0141,P_0006361,20210915,22:29,20210915,07:20,EQUIP_FAIL,Wind,186,136,True,False
OUT_0001091,CKT_0106,P_0008442,20190417,23:04,20190417,16:28,ANIMALS,Snow,49,154,False,False
OUT_0001092,CKT_0010,P_0014290,20221225,18:23,20221225,06:47,ANIMALS,HeatWave,723,76,False,False
OUT_0001093,CKT_0124,,20200405,10:34,20200405,10:55,WEATHER,Wind,138,29,False,False
OUT_0001094,CKT_0067,P_0006792,20241125,23:39,20241125,18:21,TREES,Snow,206,94,False,False
OUT_0001095,CKT_0038,P_0008201,20240923,07:26,20240923,01:18,TREES,Storm,631,100,False,False
OUT_0001096,CKT_0066,P_0006937,20230709,17:32,20230709,09:35,EQUIP_FAIL,Storm,492,152,False,False
OUT_0001097,CKT_0091,,20240515,08:41,20240515,03:59,WEATHER,Storm,103,18,False,False
OUT_0001098,CKT_0073,,20230423,11:47,20230423,22:03,TREES,Wind,109,166,False,False
OUT_0001099,CKT_0116,P_0013947,20240108,06:15,20240108,15:21,WEATHER,Snow,73,27,False,False
OUT_0001100,CKT_0117,P_0008938,20210824,03:20,20210824,11:01,ANIMALS,None,974,26,False,False
OUT_0001101,CKT_0110,P_0009849,20200118,06:36,20200118,10:33,TREES,Storm,78,6,False,False
OUT_0001102,CKT_0066,P_0007299,20190625,20:20,20190625,22:42,TREES,Wind,181,22,False,False
OUT_0001103,CKT_0082,P_0014183,20200305,07:30,20200305,01:54,OTHER,HeatWave,1237,124,False,False
OUT_0001104,CKT_0109,,20210719,23:32,20210719,01:38,TREES,Storm,435,263,False,False
OUT_0001105,CKT_0071,P_0004483,20220131,10:03,20220131,11:06,OTHER,Snow,80,201,False,False
OUT_0001106,CKT_0126,,20230319,00:11,20230319,14:23,TREES,Storm,138,213,False,False
OUT_0001107,CKT_0025,P_0002246,20190414,03:58,20190414,08:11,ANIMALS,None,306,48,False,False
OUT_0001108,CKT_0098,,20210930,07:40,20210930,06:27,ANIMALS,None,67,305,False,False
OUT_0001109,CKT_0042,P_0001363,20190611,04:56,20190611,03:07,EQUIP_FAIL,Wind,45,5,False,False
OUT_0001110,CKT_0129,P_0014120,20190821,16:02,20190821,20:40,TREES,Snow,219,163,False,False
OUT_0001111,CKT_0009,,20200322,12:01,20200322,12:23,WEATHER,Storm,217,26,False,False
OUT_0001112,CKT_0127,P_0012978,20200217,06:01,20200217,19:27,TREES,Snow,140,79,False,False
OUT_0001113,CKT_0023,P_0008469,20220906,03:26,20220906,12:55,EQUIP_FAIL,Wind,2,10,False,False
OUT_0001114,CKT_0136,P_0001055,20200501,14:12,20200501,23:36,WEATHER,Storm,352,6,False,False
OUT_0001115,CKT_0055,P_0011617,20240501,05:51,20240501,07:12,EQUIP_FAIL,Storm,537,32,True,False
OUT_0001116,CKT_0135,P_0004342,20191215,04:43,20191215,02:45,OTHER,Wind,97,44,True,False
OUT_0001117,CKT_0064,P_0010425,20210517,01:13,20210517,17:31,TREES,Snow,521,30,False,False
OUT_0001118,CKT_0013,P_0007494,20200916,01:28,20200916,23:31,OTHER,HeatWave,401,30,True,False
OUT_0001119,CKT_0092,,20230131,03:54,20230131,18:44,ANIMALS,HeatWave,69,111,False,False
OUT_0001120,CKT_0149,P_0010001,20230428,00:44,20230428,13:55,WEATHER,Storm,13,5,False,False
OUT_0001121,CKT_0028,P_0007642,20220222,06:52,20220222,06:05,EQUIP_FAIL,HeatWave,638,28,False,False
OUT_0001122,CKT_0112,P_0004278,20240814,06:14,20240814,17:04,TREES,Snow,46,5,False,False
OUT_0001123,CKT_0129,P_0009419,20220602,01:06,20220602,08:03,EQUIP_FAIL,Storm,13,168,False,False
OUT_0001124,CKT_0016,P_0009456,20230709,07:17,20230709,12:39,TREES,Snow,290,164,False,False
OUT_0001125,CKT_0144,P_0011678,20200117,16:56,20200117,09:15,EQUIP_FAIL,Snow,159,50,False,False
OUT_0001126,CKT_0092,P_0008944,20240607,05:23,20240607,23:33,WEATHER,Storm,68,28,False,False
OUT_0001127,CKT_0057,P_0000173,20230529,07:42,20230529,11:33,WEATHER,Storm,57,48,False,False
OUT_0001128,CKT_0011,P_0003819,20241118,05:53,20241118,07:02,EQUIP_FAIL,None,153,32,True,False
OUT_0001129,CKT_0065,P_0008452,20200405,19:08,20200405,12:42,TREES,Snow,293,7,False,False
OUT_0001130,CKT_0104,P_0003632,20211015,03:31,20211015,07:32,OTHER,Snow,15,67,True,False
OUT_0001131,CKT_0053,P_0000516,20200124,11:03,20200124,11:06,WEATHER,Storm,899,52,False,False
OUT_0001132,CKT_0069,P_0011219,20220515,14:54,20220515,21:59,TREES,Snow,363,15,False,False
OUT_0001133,CKT_0122,P_0002769,20210314,05:24,20210314,13:08,FIRE_PREVENT,Storm,54,345,False,True
OUT_0001134,CKT_0064,P_0007248,20191214,15:48,20191214,22:00,TREES,Storm,7,23,False,False
OUT_0001135,CKT_0060,,20190818,02:01,20190818,16:02,ANIMALS,None,608,12,False,False
