WorkOrderID,PoleID,CircuitID,WorkDateKey,WorkType,SpanFeetTreated,CostUSD,ContractorName
WO_00000837,P_0010763,CKT_0085,20200820,Mow,93.6,1513.63,SafeSpan
WO_00000838,P_0001909,CKT_0126,20190214,Trim,64.3,966.83,ClearPath
WO_00000839,P_0014156,CKT_0107,20230306,Patrol,93.3,928.64,ClearPath
WO_00000840,P_0011502,CKT_0016,20240624,Remove,90.3,1755.76,GreenLine
WO_00000841,P_0014150,CKT_0004,20241225,Trim,89.7,766.03,GreenLine
WO_00000842,P_0012515,CKT_0047,20210603,Patrol,62.6,540.3,ClearPath
WO_00000843,P_0010762,CKT_0082,20210202,Remove,58.8,834.7,TreeCo
WO_00000844,P_0000836,CKT_0002,20221004,Patrol,88.9,1177.81,TreeCo
WO_00000845,P_0000575,CKT_0073,20190508,Patrol,83.8,1630.74,SafeSpan
WO_00000846,P_0000440,CKT_0115,20200728,Patrol,72.2,1313.07,GreenLine
WO_00000847,P_0014547,CKT_0123,20191009,Trim,72.9,1376.69,GreenLine
WO_00000848,P_0013410,CKT_0112,20230313,Trim,97.7,872.51,GreenLine
WO_00000849,P_0004994,CKT_0142,20221222,Remove,105.2,1801.85,ClearPath
WO_00000850,P_0002477,CKT_0001,20211228,Mow,121.3,1786.75,ClearPath
WO_00000851,P_0000535,CKT_0056,20210126,Trim,121.5,1460.02,TreeCo
WO_00000852,P_0014344,CKT_0015,20201128,Patrol,130.5,2428.43,SafeSpan
WO_00000853,P_0002928,CKT_0056,20211021,Mow,57.7,506.31,GreenLine
WO_00000854,P_0002711,CKT_0037,20240630,Trim,60.2,857.42,SafeSpan
WO_00000855,P_0009662,CKT_0147,20230309,Mow,99.5,1645.39,GreenLine
WO_00000856,P_0007451,CKT_0091,20210424,Remove,115.8,2198.84,ClearPath
WO_00000857,P_0002934,CKT_0123,20210809,Trim,88.5,1524.45,GreenLine
WO_00000858,P_0013640,CKT_0025,20200307,Patrol,83.6,1267.31,ClearPath
WO_00000859,P_0010677,CKT_0120,20240903,Mow,103.3,1198.4,ClearPath
WO_00000860,P_0007737,CKT_0066,20190723,Mow,99.2,1968.18,SafeSpan
WO_00000861,P_0004434,CKT_0125,20230702,Patrol,105.3,850.29,GreenLine
WO_00000862,P_0003708,CKT_0040,20220503,Mow,173.9,1458.76,ClearPath
WO_00000863,P_0005359,CKT_0098,20220727,Mow,110.0,1351.55,ClearPath
WO_00000864,P_0009409,CKT_0103,20230421,Remove,66.2,1200.65,SafeSpan
WO_00000865,P_0002832,CKT_0102,20210613,Patrol,52.5,616.96,ClearPath
WO_00000866,P_0000691,CKT_0036,20220617,Remove,78.2,935.26,SafeSpan
WO_00000867,P_0011050,CKT_0101,20240803,Mow,87.0,747.37,TreeCo
WO_00000868,P_0001291,CKT_0037,20211118,Remove,128.5,1725.4,SafeSpan
WO_00000869,P_0011728,CKT_0073,20211027,Patrol,47.9,809.37,TreeCo
WO_00000870,P_0005674,CKT_0093,20220813,Patrol,93.8,1476.44,GreenLine
WO_00000871,P_0007788,CKT_0005,20210218,Remove,63.6,704.4,TreeCo
WO_00000872,P_0013850,CKT_0101,20240806,Mow,103.6,1378.72,SafeSpan
WO_00000873,P_0003285,CKT_0107,20240730,Trim,101.0,1680.76,ClearPath
WO_00000874,P_0012729,CKT_0134,20240308,Patrol,112.3,2209.15,SafeSpan
WO_00000875,P_0012150,CKT_0144,20240527,Patrol,34.7,577.23,SafeSpan
WO_00000876,P_0007804,CKT_0023,20201003,Patrol,114.2,2089.56,SafeSpan
WO_00000877,P_0010105,CKT_0060,20190826,Mow,97.6,1003.48,SafeSpan
WO_00000878,P_0004781,CKT_0091,20191027,Remove,91.4,969.55,SafeSpan
WO_00000879,P_0011645,CKT_0088,20190406,Trim,86.2,1130.94,SafeSpan
WO_00000880,P_0004091,CKT_0058,20190407,Patrol,84.7,1043.05,SafeSpan
WO_00000881,P_0009152,CKT_0134,20201228,Patrol,38.0,627.17,ClearPath
WO_00000882,P_0003509,CKT_0039,20220522,Mow,59.3,821.52,ClearPath
WO_00000883,P_0013714,CKT_0148,20240820,Remove,49.9,824.39,GreenLine
WO_00000884,P_0014979,CKT_0134,20210304,Patrol,42.9,730.41,SafeSpan
WO_00000885,P_0003172,CKT_0014,20250101,Patrol,57.7,472.15,SafeSpan
WO_00000886,P_0005364,CKT_0133,20230423,Mow,105.7,2110.11,GreenLine
WO_00000887,P_0010547,CKT_0020,20190311,Patrol,112.1,957.62,TreeCo
WO_00000888,P_0003626,CKT_0100,20220926,Mow,73.6,1232.01,TreeCo
WO_00000889,P_0013575,CKT_0135,20190502,Mow,113.7,1060.06,GreenLine
WO_00000890,P_0003005,CKT_0102,20230114,Mow,103.9,1655.73,ClearPath
WO_00000891,P_0005414,CKT_0049,20241105,Trim,42.0,372.1,SafeSpan
WO_00000892,P_0012999,CKT_0142,20240430,Patrol,54.9,1082.62,GreenLine
WO_00000893,P_0001442,CKT_0121,20220203,Patrol,79.4,1203.82,SafeSpan
WO_00000894,P_0004975,CKT_0100,20240531,Trim,73.8,643.67,SafeSpan
WO_00000895,P_0008651,CKT_0147,20240916,Trim,17.9,183.79,SafeSpan
WO_00000896,P_0012881,CKT_0082,20210918,Mow,68.3,823.21,TreeCo
WO_00000897,P_0004932,CKT_0063,20200524,Mow,88.7,1133.49,ClearPath
WO_00000898,P_0007133,CKT_0020,20220514,Mow,160.2,1781.55,SafeSpan
WO_00000899,P_0013763,CKT_0013,20190624,Mow,91.2,970.98,GreenLine
WO_00000900,P_0009998,CKT_0082,20190125,Mow,44.6,559.12,SafeSpan
WO_00000901,P_0009870,CKT_0005,20200426,Trim,91.3,991.75,TreeCo
WO_00000902,P_0001178,CKT_0146,20250114,Remove,86.8,1436.61,SafeSpan
WO_00000903,P_0009690,CKT_0107,20210917,Remove,71.6,1340.86,SafeSpan
WO_00000904,P_0010628,CKT_0128,20240205,Patrol,22.3,313.18,SafeSpan
WO_00000905,P_0006212,CKT_0059,20231126,Remove,63.4,583.95,ClearPath
WO_00000906,P_0007849,CKT_0032,20240515,Patrol,82.8,730.79,ClearPath
WO_00000907,P_0003079,CKT_0107,20190503,Patrol,40.7,711.26,GreenLine
WO_00000908,P_0013677,CKT_0132,20230428,Mow,164.5,2284.85,SafeSpan
WO_00000909,P_0003430,CKT_0129,20191202,Remove,38.9,588.62,GreenLine
WO_00000910,P_0011014,CKT_0122,20231222,Mow,94.9,1594.54,GreenLine
WO_00000911,P_0012624,CKT_0017,20201027,Mow,70.7,1096.09,SafeSpan
WO_00000912,P_0009392,CKT_0049,20241109,Mow,97.6,1949.39,GreenLine
WO_00000913,P_0009547,CKT_0110,20230602,Trim,85.1,692.63,TreeCo
WO_00000914,P_0000248,CKT_0096,20200417,Mow,82.5,1494.41,SafeSpan
WO_00000915,P_0012608,CKT_0040,20191213,Patrol,69.8,983.22,SafeSpan
WO_00000916,P_0006582,CKT_0063,20220409,Trim,60.1,1007.88,SafeSpan
WO_00000917,P_0007342,CKT_0109,20200108,Remove,151.4,2954.39,SafeSpan
WO_00000918,P_0005198,CKT_0062,20230904,Trim,79.8,1382.0,GreenLine
WO_00000919,P_0002474,CKT_0066,20200403,Remove,77.0,1289.23,TreeCo
WO_00000920,P_0004626,CKT_0120,20200120,Trim,126.7,1608.57,SafeSpan
WO_00000921,P_0009570,CKT_0140,20191013,Patrol,108.5,1887.6,SafeSpan
WO_00000922,P_0004650,CKT_0080,20240417,Trim,118.0,1042.82,ClearPath
WO_00000923,P_0005693,CKT_0036,20230527,Patrol,80.3,899.11,TreeCo
WO_00000924,P_0005099,CKT_0136,20190403,Remove,140.1,1991.99,SafeSpan
WO_00000925,P_0011661,CKT_0002,20220510,Trim,89.0,1429.43,GreenLine
WO_00000926,P_0007057,CKT_0133,20190319,Mow,99.4,1296.51,GreenLine
WO_00000927,P_0002490,CKT_0049,20231214,Patrol,51.3,623.91,GreenLine
WO_00000928,P_0008251,CKT_0003,20241014,Mow,38.3,642.72,SafeSpan
WO_00000929,P_0003320,CKT_0147,20190501,Remove,47.9,547.98,SafeSpan
WO_00000930,P_0011577,CKT_0142,20220720,Patrol,28.2,557.2,GreenLine
WO_00000931,P_0008279,CKT_0084,20221206,Trim,114.5,1789.54,ClearPath
WO_00000932,P_0012743,CKT_0068,20181231,Patrol,65.6,1128.36,GreenLine
WO_00000933,P_0011287,CKT_0078,20240626,Mow,90.6,1290.95,GreenLine
WO_00000934,P_0003947,CKT_0111,20190608,Patrol,143.5,1262.65,GreenLine
WO_00000935,P_0003953,CKT_0041,20200718,Patrol,48.4,881.53,TreeCo
WO_00000936,P_0006096,CKT_0134,20240201,Patrol,93.6,1183.34,TreeCo
WO_00000937,P_0004199,CKT_0148,20220428,Mow,60.1,1178.27,TreeCo
WO_00000938,P_0000996,CKT_0009,20190301,Remove,60.3,547.89,TreeCo
WO_00000939,P_0004496,CKT_0023,20240828,Patrol,69.0,660.48,ClearPath
WO_00000940,P_0001619,CKT_0053,20230522,Patrol,54.7,572.71,GreenLine
WO_00000941,P_0007701,CKT_0044,20220327,Patrol,48.9,893.8,SafeSpan
WO_00000942,P_0008652,CKT_0116,20240305,Patrol,92.8,1755.18,GreenLine
WO_00000943,P_0001327,CKT_0085,20190112,Mow,102.2,1660.98,TreeCo
WO_00000944,P_0001115,CKT_0135,20240728,Patrol,20.5,193.75,TreeCo
WO_00000945,P_0009836,CKT_0048,20201113,Remove,40.0,537.63,GreenLine
WO_00000946,P_0012485,CKT_0103,20220108,Trim,68.6,1269.96,GreenLine
WO_00000947,P_0000425,CKT_0071,20221221,Trim,99.8,1518.47,GreenLine
WO_00000948,P_0010874,CKT_0070,20241105,Remove,79.9,1536.79,ClearPath
WO_00000949,P_0000342,CKT_0095,20221215,Patrol,39.9,523.67,GreenLine
WO_00000950,P_0002789,CKT_0079,20220704,Patrol,54.3,944.72,TreeCo
WO_00000951,P_0014977,CKT_0108,20220528,Remove,75.5,664.9,GreenLine
WO_00000952,P_0012066,CKT_0117,20210402,Mow,43.9,599.59,ClearPath
WO_00000953,P_0010302,CKT_0108,20200601,Mow,152.0,2761.08,ClearPath
WO_00000954,P_0006619,CKT_0128,20200313,Remove,86.7,1678.97,SafeSpan
WO_00000955,P_0008906,CKT_0150,20230218,Remove,98.9,1929.74,SafeSpan
WO_00000956,P_0011581,CKT_0057,20200909,Patrol,54.5,714.25,GreenLine
WO_00000957,P_0001423,CKT_0122,20210613,Trim,78.3,644.44,TreeCo
WO_00000958,P_0005378,CKT_0025,20231107,Trim,48.1,762.32,GreenLine
WO_00000959,P_0009597,CKT_0048,20211221,Remove,154.8,2106.2,ClearPath
WO_00000960,P_0014606,CKT_0044,20200713,Trim,136.2,1875.61,GreenLine
WO_00000961,P_0000219,CKT_0097,20211007,Trim,111.5,1225.48,ClearPath
WO_00000962,P_0004642,CKT_0141,20200614,Patrol,76.2,1408.3,ClearPath
WO_00000963,P_0013520,CKT_0047,20241109,Patrol,85.8,1586.98,TreeCo
WO_00000964,P_0001157,CKT_0082,20250213,Trim,92.1,801.56,SafeSpan
WO_00000965,P_0002912,CKT_0012,20230424,Trim,113.8,1355.05,ClearPath
WO_00000966,P_0002821,CKT_0103,20240630,Mow,68.7,979.87,SafeSpan
WO_00000967,P_0008261,CKT_0048,20221015,Patrol,82.3,1240.12,TreeCo
WO_00000968,P_0007059,CKT_0045,20241121,Remove,70.3,931.53,SafeSpan
WO_00000969,P_0005700,CKT_0011,20201124,Patrol,53.3,830.0,TreeCo
WO_00000970,P_0013997,CKT_0128,20200329,Mow,79.2,1095.85,TreeCo
WO_00000971,P_0001709,CKT_0026,20231201,Remove,61.6,894.01,GreenLine
WO_00000972,P_0014113,CKT_0066,20210616,Patrol,67.7,582.34,ClearPath
WO_00000973,P_0013177,CKT_0032,20230309,Mow,82.3,1620.5,GreenLine
WO_00000974,P_0007100,CKT_0105,20231015,Patrol,92.9,1368.09,TreeCo
WO_00000975,P_0005644,CKT_0051,20230707,Patrol,95.0,1402.44,ClearPath
WO_00000976,P_0004690,CKT_0080,20200104,Remove,77.1,908.8,ClearPath
WO_00000977,P_0001107,CKT_0019,20210211,Remove,93.4,1306.92,TreeCo
WO_00000978,P_0004282,CKT_0097,20201023,Patrol,79.6,651.61,ClearPath
WO_00000979,P_0008943,CKT_0069,20190217,Patrol,45.5,419.02,SafeSpan
WO_00000980,P_0000536,CKT_0071,20241114,Trim,106.5,1238.62,TreeCo
WO_00000981,P_0011628,CKT_0081,20190701,Trim,59.4,1038.28,ClearPath
WO_00000982,P_0003299,CKT_0035,20230410,Patrol,83.0,1294.42,GreenLine
WO_00000983,P_0002448,CKT_0087,20190830,Mow,105.3,1851.4,SafeSpan
WO_00000984,P_0000257,CKT_0120,20240128,Mow,99.3,1387.86,GreenLine
WO_00000985,P_0001108,CKT_0031,20221026,Mow,68.1,694.23,TreeCo
WO_00000986,P_0011459,CKT_0081,20200720,Patrol,55.0,714.74,TreeCo
WO_00000987,P_0012900,CKT_0054,20200313,Trim,76.4,662.75,GreenLine
WO_00000988,P_0008836,CKT_0094,20241218,Mow,65.9,754.67,SafeSpan
WO_00000989,P_0012249,CKT_0066,20241214,Mow,123.8,1995.85,TreeCo
WO_00000990,P_0011495,CKT_0025,20220306,Remove,72.4,1199.84,SafeSpan
WO_00000991,P_0005612,CKT_0064,20220507,Trim,53.9,461.72,GreenLine
WO_00000992,P_0001736,CKT_0134,20210928,Trim,84.3,1148.01,GreenLine
WO_00000993,P_0014736,CKT_0088,20200916,Patrol,39.7,716.48,TreeCo
WO_00000994,P_0014003,CKT_0117,20200109,Mow,64.3,653.15,SafeSpan
WO_00000995,P_0008571,CKT_0115,20230426,Trim,82.8,1501.17,TreeCo
WO_00000996,P_0000630,CKT_0057,20221129,Trim,54.2,542.45,ClearPath
WO_00000997,P_0014410,CKT_0034,20230408,Trim,64.1,754.68,ClearPath
WO_00000998,P_0006362,CKT_0137,20201112,Mow,83.2,787.08,GreenLine
WO_00000999,P_0002117,CKT_0027,20210410,Patrol,87.5,1206.02,ClearPath
WO_00001000,P_0012634,CKT_0033,20221218,Remove,76.6,1055.27,SafeSpan
WO_00001001,P_0013928,CKT_0038,20230907,Patrol,82.2,1409.84,SafeSpan
WO_00001002,P_0010590,CKT_0082,20190327,Patrol,58.1,961.0,SafeSpan
WO_00001003,P_0000797,CKT_0030,20191027,Trim,74.4,1216.14,SafeSpan
WO_00001004,P_0013138,CKT_0039,20191129,Patrol,56.1,466.45,GreenLine
WO_00001005,P_0004728,CKT_0072,20211116,Remove,96.3,1822.34,GreenLine
WO_00001006,P_0012618,CKT_0122,20211001,Trim,44.0,876.12,ClearPath
WO_00001007,P_0008410,CKT_0074,20190906,Mow,22.7,320.07,ClearPath
WO_00001008,P_0001477,CKT_0115,20200909,Remove,10.0,175.74,GreenLine
WO_00001009,P_0003222,CKT_0048,20240515,Mow,71.6,844.22,TreeCo
WO_00001010,P_0014677,CKT_0014,20221111,Remove,66.7,1190.84,SafeSpan
WO_00001011,P_0013299,CKT_0038,20220115,Mow,10.0,191.1,GreenLine
WO_00001012,P_0007527,CKT_0053,20240210,Trim,93.0,1723.26,TreeCo
WO_00001013,P_0006968,CKT_0062,20200711,Mow,10.3,126.01,SafeSpan
WO_00001014,P_0002489,CKT_0117,20220614,Trim,78.1,1495.76,TreeCo
WO_00001015,P_0009833,CKT_0011,20200311,Trim,99.8,1360.18,GreenLine
WO_00001016,P_0001133,CKT_0045,20241206,Mow,86.3,989.11,TreeCo
WO_00001017,P_0006672,CKT_0090,20190407,Remove,105.2,1702.97,GreenLine
WO_00001018,P_0006247,CKT_0023,20221119,Patrol,49.9,434.6,SafeSpan
WO_00001019,P_0001717,CKT_0102,20220816,Remove,94.7,1498.85,ClearPath
WO_00001020,P_0001805,CKT_0115,20190331,Trim,58.5,666.6,SafeSpan
WO_00001021,P_0000686,CKT_0069,20190729,Mow,96.7,1065.33,GreenLine
WO_00001022,P_0011423,CKT_0024,20201202,Remove,125.5,1498.25,GreenLine
WO_00001023,P_0012296,CKT_0127,20240125,Remove,71.3,1149.82,SafeSpan
WO_00001024,P_0002530,CKT_0079,20230719,Remove,86.1,1044.69,GreenLine
WO_00001025,P_0000733,CKT_0113,20240712,Remove,93.6,820.71,SafeSpan
WO_00001026,P_0014220,CKT_0113,20210112,Mow,90.1,1247.94,TreeCo
WO_00001027,P_0011644,CKT_0003,20221201,Mow,104.0,1149.54,GreenLine
WO_00001028,P_0013584,CKT_0058,20210722,Mow,173.5,2582.4,SafeSpan
WO_00001029,P_0008957,CKT_0045,20221202,Mow,124.4,1112.15,ClearPath
WO_00001030,P_0005700,CKT_0011,20211208,Trim,61.9,892.53,ClearPath
WO_00001031,P_0012702,CKT_0023,20240405,Trim,90.3,868.73,SafeSpan
WO_00001032,P_0003396,CKT_0128,20210208,Trim,65.2,1024.26,TreeCo
WO_00001033,P_0000178,CKT_0043,20240229,Remove,36.5,374.74,SafeSpan
WO_00001034,P_0009323,CKT_0047,20210112,Mow,104.2,891.71,SafeSpan
WO_00001035,P_0001676,CKT_0019,20201107,Mow,43.1,674.0,ClearPath
WO_00001036,P_0009081,CKT_0058,20190619,Mow,61.0,1167.75,ClearPath
WO_00001037,P_0002426,CKT_0132,20240227,Trim,51.9,853.79,SafeSpan
WO_00001038,P_0011668,CKT_0058,20240821,Mow,40.6,443.07,SafeSpan
WO_00001039,P_0002860,CKT_0002,20211115,Trim,117.1,2197.3,GreenLine
WO_00001040,P_0005519,CKT_0084,20190113,Trim,99.8,1283.68,GreenLine
WO_00001041,P_0001750,CKT_0135,20200226,Remove,27.1,232.76,SafeSpan
WO_00001042,P_0014748,CKT_0081,20231113,Mow,78.0,1152.58,GreenLine
WO_00001043,P_0006920,CKT_0121,20240420,Remove,81.9,1271.9,GreenLine
WO_00001044,P_0013288,CKT_0087,20191019,Mow,81.2,1095.68,ClearPath
WO_00001045,P_0013915,CKT_0090,20210619,Remove,100.9,886.35,TreeCo
WO_00001046,P_0011385,CKT_0119,20240412,Patrol,118.0,1255.76,SafeSpan
WO_00001047,P_0008287,CKT_0123,20190624,Mow,74.4,1349.75,TreeCo
WO_00001048,P_0008954,CKT_0035,20240514,Trim,96.1,1143.81,TreeCo
WO_00001049,P_0012241,CKT_0016,20200114,Remove,79.2,1386.48,SafeSpan
WO_00001050,P_0008600,CKT_0090,20230626,Remove,122.6,1071.9,ClearPath
WO_00001051,P_0009616,CKT_0107,20200109,Patrol,56.0,806.28,TreeCo
WO_00001052,P_0002312,CKT_0086,20200918,Remove,68.8,997.72,GreenLine
WO_00001053,P_0002570,CKT_0015,20240419,Patrol,95.0,1242.03,SafeSpan
WO_00001054,P_0012753,CKT_0123,20240130,Mow,81.9,1279.97,TreeCo
WO_00001055,P_0008500,CKT_0026,20230403,Mow,54.8,572.24,SafeSpan
WO_00001056,P_0002786,CKT_0099,20230525,Patrol,117.9,2248.41,ClearPath
WO_00001057,P_0013192,CKT_0035,20240825,Remove,49.6,749.97,ClearPath
WO_00001058,P_0000813,CKT_0117,20230328,Trim,65.7,1287.88,ClearPath
WO_00001059,P_0005265,CKT_0097,20220818,Patrol,72.4,1012.83,ClearPath
WO_00001060,P_0002153,CKT_0063,20241004,Mow,44.3,497.91,TreeCo
WO_00001061,P_0012160,CKT_0081,20220220,Remove,102.8,1886.04,SafeSpan
WO_00001062,P_0000127,CKT_0094,20230714,Patrol,46.6,503.19,GreenLine
WO_00001063,P_0010944,CKT_0038,20230908,Mow,84.8,901.22,SafeSpan
WO_00001064,P_0012967,CKT_0145,20221120,Mow,78.9,782.87,GreenLine
WO_00001065,P_0001061,CKT_0124,20220518,Trim,42.1,341.91,ClearPath
WO_00001066,P_0005935,CKT_0012,20210811,Patrol,81.4,845.18,GreenLine
WO_00001067,P_0010752,CKT_0124,20240812,Remove,130.7,1966.33,TreeCo
WO_00001068,P_0005985,CKT_0038,20201226,Remove,117.0,1848.42,GreenLine
WO_00001069,P_0007196,CKT_0128,20201008,Mow,55.5,600.78,ClearPath
WO_00001070,P_0009290,CKT_0070,20200901,Patrol,73.5,750.03,SafeSpan
WO_00001071,P_0013973,CKT_0003,20190102,Remove,111.5,959.52,TreeCo
WO_00001072,P_0010354,CKT_0115,20210614,Trim,46.9,715.84,TreeCo
WO_00001073,P_0005469,CKT_0044,20230611,Patrol,66.2,732.0,TreeCo
WO_00001074,P_0002525,CKT_0086,20190713,Remove,103.5,1766.62,SafeSpan
WO_00001075,P_0001998,CKT_0076,20210312,Trim,44.6,445.82,TreeCo
WO_00001076,P_0013534,CKT_0084,20200301,Remove,65.1,1260.56,GreenLine
WO_00001077,P_0006511,CKT_0097,20200902,Trim,74.9,799.77,GreenLine
WO_00001078,P_0007700,CKT_0128,20200112,Mow,67.8,1028.51,TreeCo
WO_00001079,P_0011847,CKT_0143,20240724,Remove,30.2,255.27,SafeSpan
WO_00001080,P_0013998,CKT_0078,20200214,Patrol,107.2,1343.01,ClearPath
WO_00001081,P_0010669,CKT_0083,20200128,Remove,81.3,1586.31,SafeSpan
WO_00001082,P_0008258,CKT_0126,20231123,Remove,104.6,1589.64,ClearPath
WO_00001083,P_0013807,CKT_0021,20230612,Trim,131.0,1675.42,ClearPath
WO_00001084,P_0001836,CKT_0069,20211217,Trim,80.0,1520.05,GreenLine
WO_00001085,P_0014160,CKT_0027,20201220,Remove,65.4,631.87,SafeSpan
WO_00001086,P_0000432,CKT_0018,20230711,Trim,23.5,368.36,SafeSpan
WO_00001087,P_0008167,CKT_0043,20211101,Mow,118.4,1887.68,TreeCo
WO_00001088,P_0010067,CKT_0024,20240123,Trim,46.4,419.87,ClearPath
WO_00001089,P_0008384,CKT_0045,20211224,Patrol,22.0,433.5,TreeCo
WO_00001090,P_0004277,CKT_0004,20240512,Mow,85.5,1337.74,GreenLine
WO_00001091,P_0001747,CKT_0099,20230611,Trim,69.9,666.46,ClearPath
WO_00001092,P_0010047,CKT_0070,20230927,Patrol,97.2,1019.46,SafeSpan
WO_00001093,P_0009303,CKT_0031,20200719,Trim,89.4,1434.48,SafeSpan
WO_00001094,P_0001133,CKT_0045,20231019,Remove,16.5,290.42,SafeSpan
WO_00001095,P_0005449,CKT_0005,20200701,Patrol,41.7,755.43,TreeCo
WO_00001096,P_0001077,CKT_0081,20220605,Mow,76.5,1068.74,ClearPath
WO_00001097,P_0014876,CKT_0079,20240519,Remove,23.5,281.32,TreeCo
WO_00001098,P_0011438,CKT_0108,20240729,Trim,56.1,526.87,SafeSpan
WO_00001099,P_0000063,CKT_0145,20240922,Remove,97.9,1642.35,TreeCo
WO_00001100,P_0001861,CKT_0029,20200104,Patrol,181.0,2670.11,ClearPath
WO_00001101,P_0004590,CKT_0075,20200311,Mow,106.5,1926.54,GreenLine
WO_00001102,P_0013991,CKT_0150,20210528,Patrol,99.3,1816.7,GreenLine
WO_00001103,P_0000234,CKT_0088,20210920,Trim,93.0,1303.18,ClearPath
WO_00001104,P_0009753,CKT_0055,20210225,Remove,79.1,1061.77,TreeCo
WO_00001105,P_0005671,CKT_0051,20211218,Patrol,104.9,1653.06,GreenLine
WO_00001106,P_0011100,CKT_0066,20231010,Trim,26.1,513.04,ClearPath
WO_00001107,P_0010460,CKT_0107,20241126,Patrol,101.5,846.67,TreeCo
WO_00001108,P_0009431,CKT_0075,20211030,Trim,39.0,406.17,GreenLine
WO_00001109,P_0003184,CKT_0097,20220225,Patrol,86.2,1323.91,TreeCo
WO_00001110,P_0009196,CKT_0024,20210904,Remove,85.9,954.48,TreeCo
WO_00001111,P_0007732,CKT_0094,20210411,Patrol,110.5,1347.84,ClearPath
WO_00001112,P_0002033,CKT_0041,20211020,Patrol,81.1,1440.87,GreenLine
WO_00001113,P_0002135,CKT_0058,20240106,Remove,85.8,1066.0,ClearPath
WO_00001114,P_0006488,CKT_0042,20190402,Mow,68.9,1302.16,TreeCo
WO_00001115,P_0000254,CKT_0084,20191026,Mow,63.4,604.03,ClearPath
WO_00001116,P_0006498,CKT_0062,20240420,Trim,47.9,795.98,ClearPath
WO_00001117,P_0012941,CKT_0135,20240830,Remove,45.4,614.81,GreenLine
WO_00001118,P_0012572,CKT_0070,20210914,Trim,108.7,1116.02,GreenLine
WO_00001119,P_0006726,CKT_0018,20231127,Patrol,74.0,1399.71,SafeSpan
WO_00001120,P_0014902,CKT_0125,20210214,Trim,52.0,599.37,SafeSpan
WO_00001121,P_0010516,CKT_0085,20190901,Trim,23.0,325.02,ClearPath
WO_00001122,P_0014117,CKT_0116,20200217,Mow,62.2,1085.17,SafeSpan
WO_00001123,P_0014680,CKT_0026,20191113,Remove,69.6,1232.15,TreeCo
WO_00001124,P_0004157,CKT_0136,20240603,Trim,92.9,1240.67,GreenLine
WO_00001125,P_0005739,CKT_0012,20210505,Patrol,57.7,634.37,GreenLine
WO_00001126,P_0004687,CKT_0001,20200321,Remove,87.9,1586.44,SafeSpan
WO_00001127,P_0004945,CKT_0040,20240127,Patrol,113.3,1465.67,SafeSpan
WO_00001128,P_0014089,CKT_0074,20230113,Patrol,97.3,1690.27,TreeCo
WO_00001129,P_0004778,CKT_0125,20250115,Remove,35.1,318.72,SafeSpan
WO_00001130,P_0014057,CKT_0004,20240524,Mow,84.6,792.94,GreenLine
WO_00001131,P_0011888,CKT_0116,20201121,Remove,86.9,1232.66,ClearPath
WO_00001132,P_0002621,CKT_0141,20250105,Trim,92.5,1205.05,TreeCo
WO_00001133,P_0002690,CKT_0137,20240310,Remove,58.0,879.18,TreeCo
WO_00001134,P_0013051,CKT_0113,20221101,Remove,71.6,951.07,ClearPath
WO_00001135,P_0009150,CKT_0143,20200112,Patrol,67.5,1067.39,GreenLine
WO_00001136,P_0001910,CKT_0058,20240217,Mow,60.8,690.66,GreenLine
WO_00001137,P_0003596,CKT_0118,20200409,Mow,69.8,1212.62,SafeSpan
WO_00001138,P_0002815,CKT_0018,20210215,Trim,10.0,89.67,SafeSpan
WO_00001139,P_0014765,CKT_0141,20220703,Trim,94.7,1111.19,SafeSpan
WO_00001140,P_0010479,CKT_0148,20221123,Patrol,76.9,1086.37,TreeCo
WO_00001141,P_0010793,CKT_0036,20221016,Remove,118.5,2068.62,GreenLine
WO_00001142,P_0011432,CKT_0055,20191226,Patrol,90.9,1577.07,TreeCo
WO_00001143,P_0014097,CKT_0065,20210228,Mow,61.4,1206.96,SafeSpan
WO_00001144,P_0004912,CKT_0104,20210810,Remove,47.9,729.98,SafeSpan
WO_00001145,P_0006341,CKT_0113,20211031,Mow,114.6,1033.43,TreeCo
WO_00001146,P_0003718,CKT_0087,20240828,Mow,71.1,1193.99,GreenLine
WO_00001147,P_0011883,CKT_0137,20210617,Remove,95.1,1010.43,GreenLine
WO_00001148,P_0013286,CKT_0093,20241120,Remove,153.4,2392.66,GreenLine
WO_00001149,P_0007294,CKT_0100,20200213,Patrol,85.0,1210.27,SafeSpan
WO_00001150,P_0003459,CKT_0044,20200521,Trim,90.5,825.55,SafeSpan
WO_00001151,P_0012576,CKT_0129,20190113,Remove,140.9,2410.56,TreeCo
WO_00001152,P_0014037,CKT_0030,20190405,Remove,79.1,658.52,SafeSpan
WO_00001153,P_0007289,CKT_0134,20230116,Mow,107.6,1416.31,SafeSpan
WO_00001154,P_0013846,CKT_0080,20200619,Remove,101.2,1639.56,ClearPath
WO_00001155,P_0010593,CKT_0136,20231114,Mow,83.3,1343.69,ClearPath
WO_00001156,P_0011309,CKT_0110,20190828,Patrol,73.5,918.74,SafeSpan
WO_00001157,P_0014932,CKT_0004,20240630,Patrol,95.8,1791.11,TreeCo
WO_00001158,P_0008623,CKT_0090,20240331,Mow,57.9,934.77,GreenLine
WO_00001159,P_0001948,CKT_0029,20210120,Mow,93.2,1732.82,GreenLine
