TroubleCallID,OutageID,CircuitID,CallDateKey,CallTime,CallerType,CallChannel,CallDisposition
TC_0002996,OUT_0001501,CKT_0040,20240904,17:47,Residential,Phone,OutageReported
TC_0002997,OUT_0001501,CKT_0040,20240903,16:30,Residential,Phone,OutageReported
TC_0002998,OUT_0001502,CKT_0130,20240525,06:46,Residential,Web,OutageReported
TC_0002999,OUT_0001502,CKT_0130,20240525,19:12,Industrial,Phone,InfoOnly
TC_0003000,OUT_0001503,CKT_0062,20220605,05:05,Commercial,MobileApp,OutageReported
TC_0003001,OUT_0001504,CKT_0086,20240816,20:32,Industrial,MobileApp,OutageReported
TC_0003002,OUT_0001504,CKT_0086,20240816,05:48,Residential,MobileApp,OutageReported
TC_0003003,OUT_0001504,CKT_0086,20240817,11:31,Industrial,Web,OutageReported
TC_0003004,OUT_0001505,CKT_0038,20200123,14:00,Commercial,Phone,OutageReported
TC_0003005,OUT_0001506,CKT_0019,20240202,12:44,Residential,Web,OutageReported
TC_0003006,OUT_0001506,CKT_0019,20240201,21:43,Residential,Phone,InfoOnly
TC_0003007,OUT_0001507,CKT_0022,20220721,01:26,Commercial,Phone,OutageReported
TC_0003008,OUT_0001508,CKT_0059,20191208,15:41,Industrial,MobileApp,InfoOnly
TC_0003009,OUT_0001509,CKT_0017,20220113,10:51,Commercial,Phone,Duplicate
TC_0003010,OUT_0001510,CKT_0133,20190630,02:39,Commercial,Phone,OutageReported
TC_0003011,OUT_0001512,CKT_0087,20240724,18:57,Commercial,MobileApp,Duplicate
TC_0003012,OUT_0001512,CKT_0087,20240724,18:58,Residential,Web,OutageReported
TC_0003013,OUT_0001512,CKT_0087,20240723,08:41,Residential,Web,Duplicate
TC_0003014,OUT_0001513,CKT_0115,20230624,03:33,Residential,Phone,OutageReported
TC_0003015,OUT_0001513,CKT_0115,20230626,06:01,Industrial,MobileApp,OutageReported
TC_0003016,OUT_0001515,CKT_0133,20210815,13:58,Industrial,Web,Duplicate
TC_0003017,OUT_0001516,CKT_0115,20200207,15:42,Commercial,Web,OutageReported
TC_0003018,OUT_0001518,CKT_0008,20240922,13:02,Commercial,Phone,OutageReported
TC_0003019,OUT_0001518,CKT_0008,20240920,13:14,Industrial,Web,OutageReported
TC_0003020,OUT_0001519,CKT_0100,20220128,16:39,Industrial,Web,OutageReported
TC_0003021,OUT_0001522,CKT_0070,20240221,17:12,Residential,Phone,OutageReported
TC_0003022,OUT_0001522,CKT_0070,20240220,01:31,Industrial,Phone,OutageReported
TC_0003023,OUT_0001523,CKT_0049,20190424,12:22,Residential,Phone,OutageReported
TC_0003024,OUT_0001523,CKT_0049,20190425,15:09,Residential,Web,OutageReported
TC_0003025,OUT_0001523,CKT_0049,20190425,06:39,Industrial,MobileApp,OutageReported
TC_0003026,OUT_0001523,CKT_0049,20190424,01:58,Industrial,Phone,OutageReported
TC_0003027,OUT_0001523,CKT_0049,20190425,12:00,Industrial,Phone,Duplicate
TC_0003028,OUT_0001524,CKT_0040,20190428,06:00,Industrial,MobileApp,OutageReported
TC_0003029,OUT_0001524,CKT_0040,20190428,06:06,Industrial,Web,OutageReported
TC_0003030,OUT_0001524,CKT_0040,20190429,01:21,Industrial,Web,OutageReported
TC_0003031,OUT_0001524,CKT_0040,20190429,17:23,Residential,MobileApp,OutageReported
TC_0003032,OUT_0001526,CKT_0048,20230306,00:29,Residential,Web,Duplicate
TC_0003033,OUT_0001526,CKT_0048,20230306,00:01,Commercial,Web,OutageReported
TC_0003034,OUT_0001526,CKT_0048,20230304,20:10,Residential,Web,OutageReported
TC_0003035,OUT_0001527,CKT_0129,20190426,09:54,Industrial,Phone,OutageReported
TC_0003036,OUT_0001528,CKT_0037,20220217,05:02,Commercial,Phone,OutageReported
TC_0003037,OUT_0001528,CKT_0037,20220215,15:04,Industrial,Web,Duplicate
TC_0003038,OUT_0001528,CKT_0037,20220217,08:24,Commercial,Phone,OutageReported
TC_0003039,OUT_0001528,CKT_0037,20220217,00:19,Residential,Web,Duplicate
TC_0003040,OUT_0001529,CKT_0074,20231005,17:46,Residential,Phone,OutageReported
TC_0003041,OUT_0001529,CKT_0074,20231005,10:57,Commercial,MobileApp,OutageReported
TC_0003042,OUT_0001529,CKT_0074,20231005,16:26,Industrial,Phone,OutageReported
TC_0003043,OUT_0001529,CKT_0074,20231004,14:09,Commercial,Phone,OutageReported
TC_0003044,OUT_0001529,CKT_0074,20231004,09:42,Commercial,MobileApp,OutageReported
TC_0003045,OUT_0001530,CKT_0145,20220404,13:03,Commercial,Web,OutageReported
TC_0003046,OUT_0001530,CKT_0145,20220404,04:11,Industrial,Phone,OutageReported
TC_0003047,OUT_0001530,CKT_0145,20220404,20:10,Commercial,Web,OutageReported
TC_0003048,OUT_0001531,CKT_0066,20240523,16:33,Commercial,Phone,OutageReported
TC_0003049,OUT_0001532,CKT_0020,20220810,19:04,Industrial,MobileApp,OutageReported
TC_0003050,OUT_0001533,CKT_0145,20230614,21:53,Residential,MobileApp,OutageReported
TC_0003051,OUT_0001533,CKT_0145,20230616,22:53,Commercial,MobileApp,OutageReported
TC_0003052,OUT_0001533,CKT_0145,20230616,14:25,Industrial,Web,OutageReported
TC_0003053,OUT_0001534,CKT_0094,20241214,14:56,Residential,MobileApp,OutageReported
TC_0003054,OUT_0001534,CKT_0094,20241214,19:34,Residential,Phone,OutageReported
TC_0003055,OUT_0001534,CKT_0094,20241214,19:27,Residential,Phone,InfoOnly
TC_0003056,OUT_0001534,CKT_0094,20241215,22:31,Commercial,MobileApp,Duplicate
TC_0003057,OUT_0001535,CKT_0015,20240510,16:56,Industrial,MobileApp,OutageReported
TC_0003058,OUT_0001535,CKT_0015,20240508,21:42,Residential,Web,OutageReported
TC_0003059,OUT_0001535,CKT_0015,20240510,12:40,Residential,Phone,OutageReported
TC_0003060,OUT_0001535,CKT_0015,20240510,02:43,Residential,MobileApp,OutageReported
TC_0003061,OUT_0001536,CKT_0028,20210701,16:04,Commercial,Phone,Duplicate
TC_0003062,OUT_0001536,CKT_0028,20210702,23:10,Commercial,Web,OutageReported
TC_0003063,OUT_0001536,CKT_0028,20210701,13:50,Residential,MobileApp,OutageReported
TC_0003064,OUT_0001536,CKT_0028,20210701,01:03,Commercial,Web,Duplicate
TC_0003065,OUT_0001537,CKT_0033,20200906,05:21,Residential,Phone,InfoOnly
TC_0003066,OUT_0001537,CKT_0033,20200907,14:37,Commercial,Web,OutageReported
TC_0003067,OUT_0001537,CKT_0033,20200908,16:51,Residential,Web,InfoOnly
TC_0003068,OUT_0001538,CKT_0099,20201214,03:28,Residential,MobileApp,OutageReported
TC_0003069,OUT_0001538,CKT_0099,20201214,02:28,Industrial,Web,OutageReported
TC_0003070,OUT_0001538,CKT_0099,20201215,08:38,Residential,MobileApp,Duplicate
TC_0003071,OUT_0001539,CKT_0090,20190808,09:18,Commercial,Web,OutageReported
TC_0003072,OUT_0001539,CKT_0090,20190807,07:13,Commercial,Web,OutageReported
TC_0003073,OUT_0001540,CKT_0038,20241119,08:48,Residential,Phone,InfoOnly
TC_0003074,OUT_0001541,CKT_0131,20230115,22:08,Industrial,Web,OutageReported
TC_0003075,OUT_0001541,CKT_0131,20230116,04:26,Industrial,Web,InfoOnly
TC_0003076,OUT_0001543,CKT_0017,20190922,13:57,Industrial,MobileApp,OutageReported
TC_0003077,OUT_0001543,CKT_0017,20190923,04:36,Industrial,MobileApp,Duplicate
TC_0003078,OUT_0001543,CKT_0017,20190923,02:15,Commercial,Phone,OutageReported
TC_0003079,OUT_0001544,CKT_0007,20200401,11:39,Commercial,MobileApp,OutageReported
TC_0003080,OUT_0001545,CKT_0057,20191103,21:38,Industrial,Web,OutageReported
TC_0003081,OUT_0001545,CKT_0057,20191104,11:29,Residential,MobileApp,OutageReported
TC_0003082,OUT_0001545,CKT_0057,20191105,12:56,Residential,Phone,InfoOnly
TC_0003083,OUT_0001546,CKT_0111,20190808,19:09,Commercial,MobileApp,OutageReported
TC_0003084,OUT_0001546,CKT_0111,20190807,13:54,Industrial,Web,OutageReported
TC_0003085,OUT_0001546,CKT_0111,20190808,11:05,Industrial,Phone,OutageReported
TC_0003086,OUT_0001547,CKT_0024,20201020,21:40,Industrial,Phone,OutageReported
TC_0003087,OUT_0001547,CKT_0024,20201020,17:24,Residential,Phone,OutageReported
TC_0003088,OUT_0001548,CKT_0020,20201228,06:03,Commercial,Web,OutageReported
TC_0003089,OUT_0001548,CKT_0020,20201227,19:36,Industrial,MobileApp,OutageReported
TC_0003090,OUT_0001548,CKT_0020,20201227,13:05,Industrial,MobileApp,Duplicate
TC_0003091,OUT_0001549,CKT_0017,20210612,11:33,Residential,Phone,OutageReported
TC_0003092,OUT_0001549,CKT_0017,20210612,15:46,Industrial,Web,OutageReported
TC_0003093,OUT_0001550,CKT_0138,20230725,02:02,Commercial,Phone,OutageReported
TC_0003094,OUT_0001550,CKT_0138,20230727,19:47,Residential,Phone,InfoOnly
TC_0003095,OUT_0001551,CKT_0023,20210107,00:48,Industrial,Phone,Duplicate
TC_0003096,OUT_0001551,CKT_0023,20210107,20:34,Residential,Web,Duplicate
TC_0003097,OUT_0001552,CKT_0096,20220821,14:01,Residential,MobileApp,OutageReported
TC_0003098,OUT_0001552,CKT_0096,20220820,20:13,Commercial,Phone,OutageReported
TC_0003099,OUT_0001552,CKT_0096,20220820,01:06,Residential,MobileApp,OutageReported
TC_0003100,OUT_0001553,CKT_0020,20240714,15:47,Commercial,Phone,Duplicate
TC_0003101,OUT_0001553,CKT_0020,20240713,17:49,Commercial,Web,OutageReported
TC_0003102,OUT_0001554,CKT_0110,20240519,07:27,Residential,Web,OutageReported
TC_0003103,OUT_0001554,CKT_0110,20240519,00:29,Residential,Web,OutageReported
TC_0003104,OUT_0001554,CKT_0110,20240519,20:53,Residential,MobileApp,OutageReported
TC_0003105,OUT_0001555,CKT_0072,20220202,08:05,Commercial,MobileApp,OutageReported
TC_0003106,OUT_0001555,CKT_0072,20220202,10:14,Commercial,Phone,OutageReported
TC_0003107,OUT_0001555,CKT_0072,20220204,09:59,Commercial,Web,OutageReported
TC_0003108,OUT_0001555,CKT_0072,20220202,07:46,Industrial,MobileApp,Duplicate
TC_0003109,OUT_0001557,CKT_0128,20211024,15:41,Commercial,Web,OutageReported
TC_0003110,OUT_0001557,CKT_0128,20211026,08:11,Industrial,MobileApp,Duplicate
TC_0003111,OUT_0001557,CKT_0128,20211025,07:34,Residential,Web,OutageReported
TC_0003112,OUT_0001557,CKT_0128,20211025,10:13,Residential,Phone,OutageReported
TC_0003113,OUT_0001558,CKT_0083,20230116,00:28,Residential,MobileApp,OutageReported
TC_0003114,OUT_0001560,CKT_0098,20220715,21:18,Commercial,Phone,InfoOnly
TC_0003115,OUT_0001560,CKT_0098,20220717,20:49,Commercial,Phone,OutageReported
TC_0003116,OUT_0001560,CKT_0098,20220715,09:37,Residential,Phone,OutageReported
TC_0003117,OUT_0001561,CKT_0065,20220218,13:10,Commercial,MobileApp,OutageReported
TC_0003118,OUT_0001561,CKT_0065,20220219,01:24,Industrial,Web,OutageReported
TC_0003119,OUT_0001561,CKT_0065,20220219,20:16,Commercial,MobileApp,OutageReported
TC_0003120,OUT_0001561,CKT_0065,20220219,06:28,Residential,Phone,OutageReported
TC_0003121,OUT_0001562,CKT_0105,20241004,04:08,Industrial,MobileApp,OutageReported
TC_0003122,OUT_0001563,CKT_0049,20211030,19:34,Industrial,MobileApp,OutageReported
TC_0003123,OUT_0001565,CKT_0133,20190324,11:46,Industrial,Phone,OutageReported
TC_0003124,OUT_0001565,CKT_0133,20190324,08:32,Industrial,Web,Duplicate
TC_0003125,OUT_0001566,CKT_0010,20240720,00:49,Industrial,MobileApp,OutageReported
TC_0003126,OUT_0001566,CKT_0010,20240720,20:31,Commercial,Web,OutageReported
TC_0003127,OUT_0001567,CKT_0143,20240402,21:30,Industrial,Phone,OutageReported
TC_0003128,OUT_0001568,CKT_0143,20241022,21:04,Industrial,Phone,InfoOnly
TC_0003129,OUT_0001568,CKT_0143,20241022,15:31,Residential,Phone,OutageReported
TC_0003130,OUT_0001569,CKT_0013,20200706,11:29,Industrial,Phone,OutageReported
TC_0003131,OUT_0001570,CKT_0141,20220217,16:06,Industrial,MobileApp,OutageReported
TC_0003132,OUT_0001570,CKT_0141,20220217,17:28,Industrial,MobileApp,OutageReported
TC_0003133,OUT_0001570,CKT_0141,20220218,22:06,Industrial,MobileApp,InfoOnly
TC_0003134,OUT_0001571,CKT_0133,20230915,17:43,Commercial,Phone,OutageReported
TC_0003135,OUT_0001571,CKT_0133,20230915,20:44,Commercial,MobileApp,OutageReported
TC_0003136,OUT_0001572,CKT_0055,20231123,19:07,Commercial,Web,Duplicate
TC_0003137,OUT_0001572,CKT_0055,20231125,11:49,Residential,MobileApp,InfoOnly
TC_0003138,OUT_0001572,CKT_0055,20231125,01:29,Industrial,MobileApp,OutageReported
TC_0003139,OUT_0001573,CKT_0135,20240104,21:32,Commercial,Web,OutageReported
TC_0003140,OUT_0001573,CKT_0135,20240103,03:29,Residential,Web,OutageReported
TC_0003141,OUT_0001573,CKT_0135,20240104,18:13,Commercial,MobileApp,OutageReported
TC_0003142,OUT_0001574,CKT_0072,20220515,12:47,Industrial,Phone,InfoOnly
TC_0003143,OUT_0001574,CKT_0072,20220514,12:23,Commercial,Web,InfoOnly
TC_0003144,OUT_0001576,CKT_0099,20230513,03:48,Industrial,Phone,OutageReported
TC_0003145,OUT_0001576,CKT_0099,20230512,19:14,Commercial,Web,OutageReported
TC_0003146,OUT_0001576,CKT_0099,20230511,22:30,Industrial,MobileApp,Duplicate
TC_0003147,OUT_0001577,CKT_0111,20220106,08:33,Commercial,MobileApp,OutageReported
TC_0003148,OUT_0001578,CKT_0082,20210226,21:09,Industrial,MobileApp,OutageReported
TC_0003149,OUT_0001578,CKT_0082,20210226,21:13,Commercial,Web,OutageReported
TC_0003150,OUT_0001579,CKT_0002,20200821,04:18,Residential,Phone,OutageReported
TC_0003151,OUT_0001579,CKT_0002,20200819,00:57,Industrial,MobileApp,OutageReported
TC_0003152,OUT_0001580,CKT_0130,20191121,07:15,Commercial,Phone,OutageReported
TC_0003153,OUT_0001580,CKT_0130,20191122,12:50,Residential,Phone,OutageReported
TC_0003154,OUT_0001580,CKT_0130,20191121,11:26,Industrial,Phone,Duplicate
TC_0003155,OUT_0001580,CKT_0130,20191120,09:16,Commercial,Web,OutageReported
TC_0003156,OUT_0001580,CKT_0130,20191122,07:53,Residential,MobileApp,OutageReported
TC_0003157,OUT_0001581,CKT_0037,20240705,00:20,Residential,Phone,OutageReported
TC_0003158,OUT_0001581,CKT_0037,20240705,07:19,Industrial,Phone,OutageReported
TC_0003159,OUT_0001581,CKT_0037,20240705,21:58,Commercial,Web,OutageReported
TC_0003160,OUT_0001583,CKT_0006,20240514,05:26,Industrial,Phone,Duplicate
TC_0003161,OUT_0001584,CKT_0070,20231224,17:08,Residential,Web,OutageReported
TC_0003162,OUT_0001585,CKT_0034,20200828,05:03,Industrial,Phone,OutageReported
TC_0003163,OUT_0001585,CKT_0034,20200829,03:24,Industrial,Phone,OutageReported
TC_0003164,OUT_0001585,CKT_0034,20200829,00:47,Industrial,MobileApp,OutageReported
TC_0003165,OUT_0001586,CKT_0148,20210112,15:00,Industrial,Phone,InfoOnly
TC_0003166,OUT_0001587,CKT_0029,20220922,10:10,Residential,Phone,OutageReported
TC_0003167,OUT_0001588,CKT_0115,20210311,11:38,Residential,MobileApp,OutageReported
TC_0003168,OUT_0001588,CKT_0115,20210312,10:52,Commercial,MobileApp,OutageReported
TC_0003169,OUT_0001588,CKT_0115,20210312,05:38,Industrial,Web,InfoOnly
TC_0003170,OUT_0001588,CKT_0115,20210311,07:04,Residential,Phone,Duplicate
TC_0003171,OUT_0001589,CKT_0150,20240717,04:40,Residential,MobileApp,OutageReported
TC_0003172,OUT_0001592,CKT_0108,20220905,18:49,Industrial,Web,Duplicate
TC_0003173,OUT_0001592,CKT_0108,20220906,07:05,Commercial,Web,Duplicate
TC_0003174,OUT_0001592,CKT_0108,20220905,07:51,Industrial,Web,OutageReported
TC_0003175,OUT_0001592,CKT_0108,20220906,19:48,Commercial,Phone,OutageReported
TC_0003176,OUT_0001592,CKT_0108,20220907,16:25,Industrial,MobileApp,OutageReported
TC_0003177,OUT_0001593,CKT_0062,20220822,15:27,Residential,Web,OutageReported
TC_0003178,OUT_0001593,CKT_0062,20220821,17:03,Industrial,MobileApp,InfoOnly
TC_0003179,OUT_0001593,CKT_0062,20220822,08:06,Industrial,Phone,OutageReported
TC_0003180,OUT_0001593,CKT_0062,20220822,16:31,Residential,MobileApp,Duplicate
TC_0003181,OUT_0001595,CKT_0025,20220205,21:47,Residential,Web,OutageReported
TC_0003182,OUT_0001595,CKT_0025,20220205,20:44,Commercial,Web,InfoOnly
TC_0003183,OUT_0001596,CKT_0128,20240219,19:40,Commercial,Web,OutageReported
TC_0003184,OUT_0001596,CKT_0128,20240220,15:09,Commercial,Phone,OutageReported
TC_0003185,OUT_0001596,CKT_0128,20240219,13:43,Commercial,MobileApp,InfoOnly
TC_0003186,OUT_0001596,CKT_0128,20240220,16:13,Residential,MobileApp,Duplicate
TC_0003187,OUT_0001597,CKT_0042,20210306,11:45,Residential,Web,InfoOnly
TC_0003188,OUT_0001597,CKT_0042,20210304,20:02,Industrial,Phone,OutageReported
TC_0003189,OUT_0001597,CKT_0042,20210306,03:12,Industrial,Phone,OutageReported
TC_0003190,OUT_0001597,CKT_0042,20210304,18:36,Residential,MobileApp,OutageReported
TC_0003191,OUT_0001597,CKT_0042,20210304,00:11,Industrial,MobileApp,OutageReported
TC_0003192,OUT_0001598,CKT_0120,20190909,14:33,Commercial,Phone,OutageReported
TC_0003193,OUT_0001599,CKT_0010,20211027,17:40,Commercial,Web,OutageReported
TC_0003194,OUT_0001600,CKT_0126,20211114,21:25,Residential,Phone,Duplicate
TC_0003195,OUT_0001600,CKT_0126,20211115,15:17,Commercial,MobileApp,Duplicate
TC_0003196,OUT_0001600,CKT_0126,20211113,20:59,Industrial,Phone,OutageReported
TC_0003197,OUT_0001602,CKT_0090,20240202,02:23,Industrial,Web,Duplicate
TC_0003198,OUT_0001602,CKT_0090,20240202,10:26,Residential,Web,OutageReported
TC_0003199,OUT_0001604,CKT_0121,20241103,07:35,Residential,Phone,Duplicate
TC_0003200,OUT_0001604,CKT_0121,20241102,19:47,Residential,Web,OutageReported
TC_0003201,OUT_0001604,CKT_0121,20241101,10:37,Industrial,Phone,Duplicate
TC_0003202,OUT_0001605,CKT_0044,20200830,14:11,Industrial,Web,Duplicate
TC_0003203,OUT_0001605,CKT_0044,20200830,09:48,Commercial,MobileApp,Duplicate
TC_0003204,OUT_0001606,CKT_0073,20240713,02:01,Industrial,Web,OutageReported
TC_0003205,OUT_0001606,CKT_0073,20240712,19:48,Commercial,Phone,OutageReported
TC_0003206,OUT_0001607,CKT_0073,20240419,23:45,Commercial,MobileApp,Duplicate
TC_0003207,OUT_0001607,CKT_0073,20240418,14:44,Industrial,MobileApp,InfoOnly
TC_0003208,OUT_0001608,CKT_0081,20220310,05:59,Commercial,Web,OutageReported
TC_0003209,OUT_0001608,CKT_0081,20220312,19:34,Industrial,Phone,OutageReported
TC_0003210,OUT_0001608,CKT_0081,20220310,19:30,Industrial,Phone,InfoOnly
TC_0003211,OUT_0001608,CKT_0081,20220312,23:03,Industrial,Web,OutageReported
TC_0003212,OUT_0001609,CKT_0003,20200131,13:53,Commercial,MobileApp,OutageReported
TC_0003213,OUT_0001609,CKT_0003,20200130,16:25,Commercial,Phone,OutageReported
TC_0003214,OUT_0001609,CKT_0003,20200131,02:32,Residential,Web,InfoOnly
TC_0003215,OUT_0001610,CKT_0034,20210301,22:49,Residential,Web,Duplicate
TC_0003216,OUT_0001611,CKT_0002,20240612,09:13,Industrial,MobileApp,OutageReported
TC_0003217,OUT_0001611,CKT_0002,20240614,09:05,Residential,MobileApp,Duplicate
TC_0003218,OUT_0001612,CKT_0150,20200627,16:13,Industrial,MobileApp,OutageReported
TC_0003219,OUT_0001612,CKT_0150,20200628,10:20,Commercial,MobileApp,OutageReported
TC_0003220,OUT_0001613,CKT_0008,20240714,21:36,Industrial,Web,InfoOnly
TC_0003221,OUT_0001613,CKT_0008,20240716,07:50,Residential,Phone,InfoOnly
TC_0003222,OUT_0001614,CKT_0129,20210520,18:12,Residential,Web,OutageReported
TC_0003223,OUT_0001614,CKT_0129,20210520,20:24,Residential,Phone,InfoOnly
TC_0003224,OUT_0001614,CKT_0129,20210520,02:40,Industrial,MobileApp,OutageReported
TC_0003225,OUT_0001614,CKT_0129,20210519,21:13,Residential,Web,OutageReported
TC_0003226,OUT_0001615,CKT_0011,20241024,22:37,Industrial,MobileApp,Duplicate
TC_0003227,OUT_0001615,CKT_0011,20241024,07:00,Industrial,MobileApp,OutageReported
TC_0003228,OUT_0001615,CKT_0011,20241023,08:50,Industrial,Phone,Duplicate
TC_0003229,OUT_0001616,CKT_0140,20240811,15:30,Industrial,MobileApp,OutageReported
TC_0003230,OUT_0001616,CKT_0140,20240813,10:42,Commercial,MobileApp,OutageReported
TC_0003231,OUT_0001616,CKT_0140,20240811,01:36,Industrial,Web,OutageReported
TC_0003232,OUT_0001617,CKT_0012,20190126,05:31,Industrial,Phone,OutageReported
TC_0003233,OUT_0001617,CKT_0012,20190126,18:49,Commercial,Phone,OutageReported
TC_0003234,OUT_0001618,CKT_0048,20240717,01:15,Residential,Web,OutageReported
TC_0003235,OUT_0001619,CKT_0091,20211116,17:26,Residential,MobileApp,OutageReported
TC_0003236,OUT_0001619,CKT_0091,20211116,15:41,Industrial,Web,OutageReported
TC_0003237,OUT_0001620,CKT_0111,20190519,20:34,Commercial,MobileApp,OutageReported
TC_0003238,OUT_0001620,CKT_0111,20190518,20:27,Residential,Web,Duplicate
TC_0003239,OUT_0001620,CKT_0111,20190519,08:23,Commercial,Phone,InfoOnly
TC_0003240,OUT_0001622,CKT_0037,20211009,10:20,Residential,Phone,InfoOnly
TC_0003241,OUT_0001623,CKT_0039,20200619,10:31,Industrial,MobileApp,OutageReported
TC_0003242,OUT_0001623,CKT_0039,20200620,12:48,Industrial,MobileApp,OutageReported
TC_0003243,OUT_0001624,CKT_0056,20230707,20:14,Industrial,Web,OutageReported
TC_0003244,OUT_0001624,CKT_0056,20230705,16:29,Industrial,MobileApp,OutageReported
TC_0003245,OUT_0001625,CKT_0056,20210605,08:24,Commercial,Phone,OutageReported
TC_0003246,OUT_0001627,CKT_0024,20210503,15:05,Industrial,MobileApp,OutageReported
TC_0003247,OUT_0001627,CKT_0024,20210503,10:27,Commercial,Web,OutageReported
TC_0003248,OUT_0001628,CKT_0104,20200731,14:53,Residential,MobileApp,OutageReported
TC_0003249,OUT_0001628,CKT_0104,20200730,10:04,Residential,Phone,OutageReported
TC_0003250,OUT_0001628,CKT_0104,20200731,12:31,Commercial,Web,OutageReported
TC_0003251,OUT_0001629,CKT_0030,20220615,10:09,Industrial,MobileApp,OutageReported
TC_0003252,OUT_0001630,CKT_0131,20220321,05:43,Industrial,Web,OutageReported
TC_0003253,OUT_0001630,CKT_0131,20220321,15:12,Residential,Web,OutageReported
TC_0003254,OUT_0001631,CKT_0145,20241002,07:19,Commercial,Phone,Duplicate
TC_0003255,OUT_0001631,CKT_0145,20241001,15:43,Industrial,Phone,InfoOnly
TC_0003256,OUT_0001631,CKT_0145,20241002,03:42,Residential,Phone,OutageReported
TC_0003257,OUT_0001632,CKT_0045,20230104,11:44,Residential,Phone,OutageReported
TC_0003258,OUT_0001632,CKT_0045,20230106,15:03,Industrial,Web,InfoOnly
TC_0003259,OUT_0001633,CKT_0065,20201128,09:36,Industrial,Phone,OutageReported
TC_0003260,OUT_0001633,CKT_0065,20201128,01:00,Residential,Phone,OutageReported
TC_0003261,OUT_0001634,CKT_0069,20240125,11:38,Residential,Phone,OutageReported
TC_0003262,OUT_0001635,CKT_0075,20200823,09:18,Industrial,MobileApp,OutageReported
TC_0003263,OUT_0001635,CKT_0075,20200822,19:04,Commercial,Phone,OutageReported
TC_0003264,OUT_0001636,CKT_0076,20240113,04:31,Industrial,MobileApp,OutageReported
TC_0003265,OUT_0001636,CKT_0076,20240112,01:08,Commercial,Web,OutageReported
TC_0003266,OUT_0001636,CKT_0076,20240113,16:38,Industrial,Web,OutageReported
TC_0003267,OUT_0001637,CKT_0034,20241114,23:32,Residential,Phone,OutageReported
TC_0003268,OUT_0001639,CKT_0141,20230823,07:52,Residential,Web,OutageReported
TC_0003269,OUT_0001639,CKT_0141,20230823,03:35,Industrial,Phone,OutageReported
TC_0003270,OUT_0001639,CKT_0141,20230823,18:10,Residential,Phone,Duplicate
TC_0003271,OUT_0001640,CKT_0015,20200209,15:51,Industrial,Phone,OutageReported
TC_0003272,OUT_0001641,CKT_0113,20190204,01:23,Industrial,Phone,OutageReported
TC_0003273,OUT_0001641,CKT_0113,20190203,13:40,Commercial,Phone,Duplicate
TC_0003274,OUT_0001641,CKT_0113,20190204,22:36,Residential,MobileApp,Duplicate
TC_0003275,OUT_0001642,CKT_0003,20200715,07:53,Industrial,MobileApp,OutageReported
TC_0003276,OUT_0001642,CKT_0003,20200713,05:12,Commercial,MobileApp,Duplicate
TC_0003277,OUT_0001642,CKT_0003,20200713,00:07,Commercial,Phone,Duplicate
TC_0003278,OUT_0001644,CKT_0016,20211215,03:59,Commercial,Web,Duplicate
TC_0003279,OUT_0001644,CKT_0016,20211214,22:34,Industrial,MobileApp,OutageReported
TC_0003280,OUT_0001645,CKT_0132,20231127,19:21,Commercial,Phone,OutageReported
TC_0003281,OUT_0001645,CKT_0132,20231125,15:06,Commercial,Phone,OutageReported
TC_0003282,OUT_0001645,CKT_0132,20231125,11:03,Commercial,Web,OutageReported
TC_0003283,OUT_0001646,CKT_0137,20240927,20:07,Residential,Web,OutageReported
TC_0003284,OUT_0001647,CKT_0082,20241110,18:42,Residential,Phone,OutageReported
TC_0003285,OUT_0001647,CKT_0082,20241112,12:57,Residential,Web,OutageReported
TC_0003286,OUT_0001648,CKT_0061,20231212,14:57,Industrial,MobileApp,OutageReported
TC_0003287,OUT_0001648,CKT_0061,20231211,01:36,Residential,Phone,OutageReported
TC_0003288,OUT_0001648,CKT_0061,20231212,17:42,Residential,Phone,OutageReported
TC_0003289,OUT_0001648,CKT_0061,20231212,20:24,Commercial,Web,OutageReported
TC_0003290,OUT_0001649,CKT_0142,20190422,16:31,Commercial,Phone,OutageReported
TC_0003291,OUT_0001650,CKT_0067,20240724,13:06,Industrial,MobileApp,InfoOnly
TC_0003292,OUT_0001650,CKT_0067,20240723,16:16,Commercial,MobileApp,OutageReported
TC_0003293,OUT_0001650,CKT_0067,20240724,13:24,Industrial,MobileApp,Duplicate
TC_0003294,OUT_0001651,CKT_0044,20190302,06:39,Residential,Phone,OutageReported
TC_0003295,OUT_0001651,CKT_0044,20190302,20:41,Commercial,Web,OutageReported
TC_0003296,OUT_0001653,CKT_0081,20230704,21:03,Commercial,Web,OutageReported
TC_0003297,OUT_0001653,CKT_0081,20230705,23:29,Residential,Phone,OutageReported
TC_0003298,OUT_0001655,CKT_0003,20220218,13:18,Industrial,MobileApp,OutageReported
TC_0003299,OUT_0001655,CKT_0003,20220220,15:41,Commercial,MobileApp,InfoOnly
TC_0003300,OUT_0001656,CKT_0098,20241117,12:17,Commercial,Web,Duplicate
TC_0003301,OUT_0001657,CKT_0009,20210703,12:08,Commercial,Web,OutageReported
TC_0003302,OUT_0001658,CKT_0076,20220901,02:11,Commercial,Web,OutageReported
TC_0003303,OUT_0001658,CKT_0076,20220902,10:15,Commercial,MobileApp,OutageReported
TC_0003304,OUT_0001658,CKT_0076,20220902,18:39,Residential,MobileApp,OutageReported
