PoleID,CircuitID,Latitude,Longitude,Material,Height,InstallYear,AccessType,RiskZoneID
P_0001086,CKT_0041,42.893241,-116.750122,Wood,74,2018,Backyard,2
P_0001087,CKT_0013,39.921904,-119.858953,Steel,35,1990,Off-road,3
P_0001088,CKT_0123,42.055618,-117.944428,Wood,65,1976,Backyard,3
P_0001089,CKT_0088,39.969335,-119.984879,Steel,43,2022,Off-road,3
P_0001090,CKT_0121,42.048815,-117.952989,Wood,73,1977,Backyard,2
P_0001091,CKT_0147,41.948784,-117.819248,Wood,45,2020,Backyard,2
P_0001092,CKT_0070,43.039719,-116.974666,Wood,42,2018,Roadside,5
P_0001093,CKT_0068,42.954067,-116.869242,Steel,39,2014,Roadside,1
P_0001094,CKT_0063,40.180219,-120.03193,Wood,73,2007,Backyard,5
P_0001095,CKT_0071,43.04689,-117.191579,Wood,64,1967,Backyard,3
P_0001096,CKT_0049,43.009244,-116.953802,Composite,50,1996,Off-road,3
P_0001097,CKT_0150,41.849141,-118.132858,Steel,41,2013,Off-road,3
P_0001098,CKT_0122,42.884877,-116.826311,Steel,44,2013,Off-road,2
P_0001099,CKT_0138,43.068265,-117.01214,Wood,63,2016,Backyard,4
P_0001100,CKT_0126,39.86099,-119.879641,Composite,32,1997,Backyard,4
P_0001101,CKT_0113,42.038223,-118.01843,Composite,41,1994,Roadside,5
P_0001102,CKT_0067,43.186582,-117.012819,Steel,50,2009,Roadside,1
P_0001103,CKT_0138,43.022755,-117.068616,Composite,43,1989,Off-road,1
P_0001104,CKT_0080,42.971155,-117.189597,Steel,53,2004,Backyard,2
P_0001105,CKT_0093,42.998197,-116.947194,Composite,46,1980,Backyard,4
P_0001106,CKT_0047,43.088019,-117.00013,Composite,51,1988,Roadside,4
P_0001107,CKT_0019,39.970221,-120.052098,Steel,43,1991,Off-road,3
P_0001108,CKT_0031,39.938994,-119.994849,Steel,55,1982,Backyard,2
P_0001109,CKT_0075,41.983084,-118.079021,Composite,38,2001,Off-road,2
P_0001110,CKT_0040,42.081557,-118.02009,Wood,47,2016,Roadside,5
P_0001111,CKT_0105,43.133142,-117.034664,Steel,54,1977,Roadside,2
P_0001112,CKT_0055,39.971306,-119.825197,Steel,30,1976,Backyard,4
P_0001113,CKT_0002,43.007574,-117.171213,Wood,70,1998,Off-road,3
P_0001114,CKT_0039,39.857532,-120.063768,Steel,49,1981,Off-road,5
P_0001115,CKT_0135,41.938452,-117.927557,Wood,55,1971,Off-road,2
P_0001116,CKT_0121,41.889463,-118.027768,Wood,43,2017,Backyard,4
P_0001117,CKT_0084,43.101691,-117.013991,Composite,36,1993,Off-road,3
P_0001118,CKT_0005,40.10141,-120.101031,Steel,53,1988,Off-road,5
P_0001119,CKT_0008,42.899014,-117.074366,Steel,52,1966,Backyard,1
P_0001120,CKT_0009,43.091754,-117.064941,Steel,73,2003,Roadside,5
P_0001121,CKT_0014,40.023246,-119.935923,Composite,71,2006,Off-road,2
P_0001122,CKT_0023,43.041475,-117.10156,Steel,52,1985,Off-road,5
P_0001123,CKT_0007,39.884967,-119.835864,Steel,58,2021,Roadside,4
P_0001124,CKT_0127,42.980007,-117.200508,Composite,48,1994,Off-road,2
P_0001125,CKT_0130,42.00844,-118.054865,Wood,70,2016,Backyard,4
P_0001126,CKT_0079,42.935344,-117.050248,Composite,69,2001,Backyard,1
P_0001127,CKT_0028,42.996903,-116.944628,Wood,40,1986,Roadside,3
P_0001128,CKT_0076,39.836025,-119.826481,Steel,71,1983,Off-road,3
P_0001129,CKT_0020,41.94855,-118.14112,Composite,71,1990,Backyard,4
P_0001130,CKT_0030,41.967771,-117.939344,Steel,67,1998,Backyard,4
P_0001131,CKT_0125,40.009609,-119.866933,Wood,41,2019,Roadside,2
P_0001132,CKT_0058,42.1568,-117.881381,Composite,45,2007,Backyard,1
P_0001133,CKT_0045,43.008221,-117.050289,Wood,40,1990,Roadside,1
P_0001134,CKT_0012,42.079443,-118.084998,Wood,60,2000,Roadside,1
P_0001135,CKT_0024,42.897308,-117.238167,Steel,63,2013,Roadside,1
P_0001136,CKT_0034,40.104782,-119.874555,Steel,69,1974,Roadside,4
P_0001137,CKT_0091,42.952839,-116.996087,Steel,44,1980,Off-road,3
P_0001138,CKT_0021,43.022868,-117.179396,Steel,70,1973,Roadside,5
P_0001139,CKT_0068,42.911126,-117.035525,Wood,31,1967,Off-road,3
P_0001140,CKT_0074,40.082272,-119.962678,Steel,60,1994,Off-road,3
P_0001141,CKT_0056,42.236381,-117.942624,Composite,58,1973,Off-road,5
P_0001142,CKT_0118,43.161609,-116.917053,Wood,67,2003,Backyard,5
P_0001143,CKT_0048,41.877104,-118.035381,Steel,63,2005,Off-road,5
P_0001144,CKT_0134,41.922007,-117.959665,Steel,52,1995,Off-road,2
P_0001145,CKT_0078,43.086224,-117.130178,Wood,58,1984,Backyard,4
P_0001146,CKT_0106,42.982158,-117.011161,Steel,39,1984,Roadside,1
P_0001147,CKT_0001,39.960517,-119.985261,Composite,38,1987,Backyard,4
P_0001148,CKT_0122,43.01593,-116.943832,Composite,30,2009,Backyard,4
P_0001149,CKT_0035,41.920831,-117.970707,Steel,30,2014,Backyard,3
P_0001150,CKT_0010,40.182981,-119.908695,Composite,44,2015,Roadside,5
P_0001151,CKT_0096,40.111071,-119.977172,Steel,42,1991,Off-road,4
P_0001152,CKT_0033,40.08716,-119.887922,Steel,45,1975,Off-road,4
P_0001153,CKT_0100,40.006141,-119.753831,Steel,44,1981,Roadside,4
P_0001154,CKT_0003,39.988959,-120.021245,Composite,45,1998,Off-road,3
P_0001155,CKT_0110,42.956565,-117.105254,Steel,71,2012,Off-road,3
P_0001156,CKT_0119,39.969637,-120.010857,Steel,42,2019,Roadside,2
P_0001157,CKT_0082,39.992244,-119.976905,Wood,48,1972,Off-road,4
P_0001158,CKT_0109,39.822598,-119.945418,Composite,58,1982,Off-road,5
P_0001159,CKT_0042,40.162822,-119.986539,Steel,42,1985,Roadside,2
P_0001160,CKT_0086,39.98876,-120.041099,Wood,64,1966,Roadside,1
P_0001161,CKT_0118,43.034951,-117.046516,Steel,47,1973,Off-road,4
P_0001162,CKT_0049,43.095983,-116.876198,Composite,30,1979,Roadside,2
P_0001163,CKT_0024,42.969685,-117.084528,Wood,61,1978,Backyard,4
P_0001164,CKT_0047,43.030427,-116.842588,Steel,61,1988,Backyard,1
P_0001165,CKT_0003,40.038486,-119.948728,Steel,35,2018,Roadside,1
P_0001166,CKT_0150,42.070937,-118.115612,Steel,55,1969,Off-road,4
P_0001167,CKT_0057,42.099583,-118.009938,Wood,42,2022,Backyard,4
P_0001168,CKT_0031,39.976749,-119.921336,Wood,37,2014,Off-road,2
P_0001169,CKT_0032,40.133202,-119.838124,Steel,58,1980,Off-road,1
P_0001170,CKT_0026,39.899718,-120.046747,Wood,59,2012,Roadside,5
P_0001171,CKT_0092,43.088109,-117.14278,Composite,43,1995,Backyard,3
P_0001172,CKT_0029,40.108277,-119.833932,Steel,40,2005,Off-road,1
P_0001173,CKT_0096,40.005743,-119.901435,Composite,65,1998,Roadside,3
P_0001174,CKT_0075,41.95334,-118.015114,Steel,70,1984,Roadside,3
P_0001175,CKT_0138,42.957277,-117.195266,Wood,72,1978,Roadside,2
P_0001176,CKT_0108,43.034127,-116.958194,Composite,57,1985,Roadside,2
P_0001177,CKT_0020,41.915475,-117.959131,Steel,67,1972,Backyard,2
P_0001178,CKT_0146,41.977205,-118.025852,Wood,32,2002,Off-road,4
P_0001179,CKT_0114,42.070863,-118.122252,Composite,68,1974,Backyard,1
P_0001180,CKT_0052,43.028706,-116.974639,Wood,40,1996,Roadside,5
P_0001181,CKT_0142,42.945088,-117.147643,Steel,70,1968,Roadside,3
P_0001182,CKT_0054,41.937322,-118.04285,Composite,39,2009,Off-road,1
P_0001183,CKT_0062,43.056311,-116.952602,Wood,61,1979,Backyard,5
P_0001184,CKT_0077,41.915397,-117.846062,Composite,52,2016,Backyard,2
P_0001185,CKT_0103,43.072662,-117.039886,Wood,74,1989,Backyard,2
P_0001186,CKT_0020,42.069679,-118.009206,Steel,32,1996,Off-road,4
P_0001187,CKT_0018,43.254863,-116.974942,Composite,48,1999,Off-road,4
P_0001188,CKT_0104,42.083874,-117.919137,Wood,66,1976,Off-road,3
P_0001189,CKT_0107,42.051782,-117.862903,Steel,59,1982,Off-road,5
P_0001190,CKT_0134,42.140502,-117.897341,Wood,34,1998,Roadside,4
P_0001191,CKT_0020,41.94937,-117.822722,Steel,46,1999,Backyard,4
P_0001192,CKT_0063,39.952589,-119.917042,Wood,70,1997,Backyard,2
P_0001193,CKT_0130,42.0564,-118.074376,Wood,69,2019,Backyard,5
P_0001194,CKT_0027,40.046925,-120.020951,Wood,50,2011,Roadside,5
P_0001195,CKT_0068,42.935747,-117.018153,Steel,42,1998,Off-road,4
P_0001196,CKT_0048,42.074651,-117.830445,Composite,39,2004,Backyard,3
P_0001197,CKT_0014,40.070862,-120.051244,Steel,71,1985,Roadside,1
P_0001198,CKT_0040,41.800331,-118.014178,Composite,72,1969,Roadside,2
P_0001199,CKT_0103,42.931932,-117.026023,Wood,32,1977,Roadside,4
P_0001200,CKT_0049,42.966964,-117.133423,Wood,36,1967,Off-road,4
P_0001201,CKT_0055,40.038228,-120.022157,Composite,61,1998,Off-road,5
P_0001202,CKT_0072,39.777081,-119.950849,Steel,33,1988,Roadside,5
P_0001203,CKT_0148,42.073499,-117.899757,Composite,34,1965,Roadside,4
P_0001204,CKT_0136,42.84501,-116.96733,Wood,59,2016,Off-road,1
P_0001205,CKT_0131,43.064225,-116.964983,Steel,65,2012,Backyard,3
P_0001206,CKT_0066,41.993134,-117.999843,Composite,33,2017,Off-road,3
P_0001207,CKT_0084,43.156627,-117.076401,Composite,32,2011,Roadside,3
P_0001208,CKT_0113,42.024442,-118.013216,Wood,43,1998,Roadside,1
P_0001209,CKT_0100,39.943843,-120.082112,Composite,44,1999,Backyard,2
P_0001210,CKT_0083,43.201318,-116.981083,Wood,63,2007,Roadside,5
P_0001211,CKT_0114,41.988671,-118.063801,Composite,41,2000,Off-road,5
P_0001212,CKT_0119,39.895251,-119.957581,Steel,36,2014,Off-road,5
P_0001213,CKT_0132,42.045273,-118.014096,Steel,73,1994,Off-road,4
P_0001214,CKT_0085,39.931398,-119.966038,Wood,40,2015,Roadside,5
P_0001215,CKT_0051,39.906705,-120.055105,Steel,62,1986,Off-road,2
P_0001216,CKT_0091,43.050474,-117.007291,Composite,68,1993,Backyard,3
P_0001217,CKT_0038,43.128961,-117.125741,Composite,50,2019,Backyard,4
P_0001218,CKT_0056,42.024816,-117.844974,Composite,57,2017,Off-road,3
P_0001219,CKT_0064,39.965742,-120.209211,Composite,45,2001,Off-road,2
P_0001220,CKT_0142,43.025165,-117.067906,Steel,65,2012,Backyard,3
P_0001221,CKT_0033,40.103652,-119.858431,Steel,58,1990,Roadside,1
P_0001222,CKT_0037,43.102841,-116.865064,Steel,68,1966,Off-road,2
P_0001223,CKT_0016,42.0348,-118.093323,Steel,30,1984,Roadside,2
P_0001224,CKT_0094,39.991114,-120.025273,Steel,31,2014,Off-road,3
P_0001225,CKT_0065,42.87567,-116.838561,Composite,62,2000,Off-road,5
P_0001226,CKT_0099,43.137471,-117.097391,Wood,36,1967,Backyard,3
P_0001227,CKT_0066,42.068296,-117.965392,Wood,38,1981,Backyard,5
P_0001228,CKT_0144,39.943374,-120.086963,Wood,44,1981,Backyard,1
P_0001229,CKT_0100,40.037584,-119.968706,Composite,55,2001,Roadside,1
P_0001230,CKT_0138,43.041032,-117.047461,Composite,50,2015,Backyard,2
P_0001231,CKT_0088,39.951251,-120.030163,Steel,74,2009,Off-road,1
P_0001232,CKT_0083,43.1153,-116.954828,Composite,71,1984,Roadside,5
P_0001233,CKT_0015,43.054262,-117.059574,Steel,35,2014,Roadside,3
P_0001234,CKT_0111,39.886926,-120.030118,Steel,57,1991,Roadside,2
P_0001235,CKT_0093,43.052935,-116.983156,Composite,71,2019,Off-road,1
P_0001236,CKT_0087,43.134953,-117.156003,Composite,70,1989,Roadside,3
P_0001237,CKT_0090,42.907939,-117.157514,Composite,32,1985,Off-road,5
P_0001238,CKT_0068,42.916625,-116.963164,Wood,50,1997,Off-road,2
P_0001239,CKT_0012,42.06376,-117.776197,Wood,33,2008,Off-road,4
P_0001240,CKT_0056,42.026533,-118.034873,Steel,68,2001,Off-road,1
P_0001241,CKT_0148,42.032507,-118.09916,Wood,57,1983,Backyard,2
P_0001242,CKT_0075,42.124929,-117.991299,Wood,51,1970,Backyard,5
P_0001243,CKT_0094,39.955236,-120.154403,Composite,33,2000,Backyard,3
P_0001244,CKT_0074,39.993161,-119.802814,Wood,55,1997,Backyard,2
P_0001245,CKT_0029,40.1005,-119.946975,Wood,60,2000,Roadside,4
P_0001246,CKT_0010,40.017122,-119.888456,Steel,71,2001,Roadside,5
P_0001247,CKT_0135,41.837651,-117.844638,Composite,63,1980,Roadside,1
P_0001248,CKT_0143,42.927453,-117.125516,Steel,57,1985,Off-road,5
P_0001249,CKT_0025,43.101416,-117.025699,Wood,37,2007,Backyard,4
P_0001250,CKT_0058,41.904715,-118.017242,Steel,52,1977,Backyard,3
P_0001251,CKT_0075,41.988997,-118.113457,Composite,71,1966,Backyard,2
P_0001252,CKT_0069,40.049029,-119.910288,Steel,69,2017,Backyard,5
P_0001253,CKT_0039,39.868265,-119.978284,Wood,58,1967,Roadside,2
P_0001254,CKT_0043,39.979928,-120.109813,Composite,53,1974,Off-road,1
P_0001255,CKT_0056,42.094102,-117.82866,Wood,33,1980,Off-road,2
P_0001256,CKT_0032,39.85785,-120.085243,Steel,30,1986,Off-road,1
P_0001257,CKT_0129,41.969393,-118.1112,Steel,58,1995,Roadside,3
P_0001258,CKT_0075,41.83683,-117.984214,Wood,64,1978,Roadside,5
P_0001259,CKT_0148,42.063746,-118.285704,Composite,46,2000,Backyard,5
P_0001260,CKT_0113,41.750912,-117.777372,Composite,39,2009,Off-road,1
P_0001261,CKT_0101,42.984016,-116.983991,Steel,67,2022,Off-road,5
P_0001262,CKT_0105,42.988906,-116.77427,Wood,46,1975,Roadside,3
P_0001263,CKT_0010,40.051207,-119.926887,Wood,74,2004,Backyard,1
P_0001264,CKT_0034,40.043766,-119.832015,Steel,71,1965,Roadside,4
P_0001265,CKT_0015,42.937228,-116.877441,Composite,47,2007,Off-road,3
P_0001266,CKT_0010,40.069061,-119.995511,Wood,31,1983,Off-road,4
P_0001267,CKT_0132,42.128022,-118.096187,Wood,54,1997,Off-road,1
P_0001268,CKT_0089,40.115206,-119.874067,Steel,61,2020,Off-road,5
P_0001269,CKT_0066,42.021289,-118.086638,Wood,41,1977,Off-road,4
P_0001270,CKT_0110,43.038497,-116.899225,Composite,75,1966,Roadside,2
P_0001271,CKT_0142,42.974327,-117.127527,Composite,49,1986,Backyard,4
P_0001272,CKT_0125,39.983463,-119.859487,Composite,40,1966,Backyard,3
P_0001273,CKT_0074,39.952781,-119.985988,Steel,70,1984,Roadside,5
P_0001274,CKT_0082,40.030531,-119.984956,Steel,33,2005,Backyard,4
P_0001275,CKT_0028,42.971385,-117.051999,Wood,65,1982,Roadside,2
P_0001276,CKT_0140,42.928131,-116.922504,Steel,55,2007,Roadside,1
P_0001277,CKT_0123,41.850866,-118.027794,Composite,54,1998,Off-road,5
P_0001278,CKT_0115,43.004435,-117.068015,Composite,73,1979,Backyard,2
P_0001279,CKT_0071,42.997072,-117.253216,Composite,39,1992,Backyard,5
P_0001280,CKT_0001,39.9246,-120.063029,Steel,58,1999,Roadside,2
P_0001281,CKT_0037,42.906688,-117.110021,Composite,38,2002,Off-road,2
P_0001282,CKT_0017,43.07576,-116.978415,Wood,49,2009,Off-road,5
P_0001283,CKT_0149,41.988275,-117.912341,Wood,57,2014,Roadside,5
P_0001284,CKT_0003,39.875771,-120.047589,Wood,50,1969,Off-road,5
P_0001285,CKT_0106,43.014785,-117.095325,Composite,37,1976,Backyard,2
P_0001286,CKT_0053,39.99346,-119.9644,Composite,31,2013,Backyard,4
P_0001287,CKT_0008,42.88474,-117.01374,Steel,49,1993,Off-road,3
P_0001288,CKT_0133,40.132741,-120.127171,Wood,42,1971,Roadside,2
P_0001289,CKT_0057,41.890754,-117.989853,Wood,69,2004,Backyard,5
P_0001290,CKT_0040,41.856093,-117.802845,Composite,69,1979,Off-road,2
P_0001291,CKT_0037,43.050786,-117.007984,Wood,73,1966,Backyard,1
P_0001292,CKT_0026,39.938242,-120.114271,Composite,60,1973,Off-road,5
P_0001293,CKT_0057,42.123641,-117.967099,Steel,75,2006,Backyard,2
P_0001294,CKT_0125,39.986296,-119.900568,Steel,61,1995,Roadside,2
P_0001295,CKT_0109,39.961623,-120.142039,Wood,44,1967,Backyard,1
P_0001296,CKT_0073,39.867461,-119.899274,Steel,56,1979,Off-road,2
P_0001297,CKT_0086,39.953517,-119.954712,Wood,34,1976,Backyard,5
P_0001298,CKT_0059,40.015944,-120.108684,Steel,74,1985,Backyard,2
P_0001299,CKT_0124,40.099314,-119.942488,Steel,55,2014,Roadside,5
P_0001300,CKT_0115,42.935577,-116.973814,Composite,54,2011,Backyard,4
P_0001301,CKT_0069,39.951499,-119.711806,Composite,66,2003,Off-road,5
P_0001302,CKT_0082,40.142874,-119.887199,Composite,75,2015,Roadside,5
P_0001303,CKT_0009,43.00374,-117.101746,Wood,58,1994,Roadside,2
P_0001304,CKT_0084,42.935129,-117.108538,Composite,64,1990,Off-road,1
P_0001305,CKT_0108,42.99976,-116.957607,Composite,54,1998,Off-road,1
P_0001306,CKT_0084,42.963492,-117.027109,Wood,48,1993,Backyard,3
P_0001307,CKT_0054,42.059782,-117.910841,Steel,59,1975,Backyard,3
P_0001308,CKT_0040,41.915456,-118.083779,Composite,33,2009,Off-road,2
P_0001309,CKT_0038,42.997522,-116.929175,Steel,71,1993,Roadside,5
P_0001310,CKT_0148,42.063382,-118.001344,Wood,41,2014,Off-road,5
P_0001311,CKT_0123,42.069159,-117.865777,Wood,55,1991,Backyard,4
P_0001312,CKT_0005,40.129009,-120.077265,Wood,41,1994,Off-road,2
P_0001313,CKT_0123,42.096928,-118.069892,Steel,35,1981,Backyard,2
P_0001314,CKT_0047,42.954956,-116.967312,Composite,37,1970,Roadside,4
P_0001315,CKT_0142,42.867789,-117.087075,Composite,53,1970,Off-road,4
P_0001316,CKT_0099,42.998293,-116.912976,Composite,62,2004,Roadside,4
P_0001317,CKT_0015,42.989524,-117.011869,Composite,54,1967,Roadside,3
P_0001318,CKT_0006,43.039406,-117.009319,Composite,72,2020,Roadside,2
P_0001319,CKT_0142,42.977975,-117.10546,Wood,41,2014,Off-road,1
P_0001320,CKT_0060,39.865679,-120.074445,Steel,49,1984,Off-road,4
P_0001321,CKT_0084,43.005875,-117.031698,Steel,70,1976,Roadside,2
P_0001322,CKT_0057,41.983004,-117.972884,Wood,30,2004,Backyard,1
P_0001323,CKT_0113,41.949703,-118.005727,Steel,61,2019,Backyard,5
P_0001324,CKT_0146,41.82274,-118.01455,Wood,68,2021,Backyard,2
P_0001325,CKT_0141,42.944921,-116.875325,Wood,67,2007,Backyard,4
P_0001326,CKT_0077,41.891352,-118.094926,Steel,58,1970,Off-road,5
P_0001327,CKT_0085,39.816652,-119.894187,Wood,45,2021,Off-road,3
P_0001328,CKT_0106,43.011497,-116.982896,Composite,70,2000,Roadside,1
P_0001329,CKT_0005,39.932258,-119.983822,Wood,39,1968,Off-road,3
P_0001330,CKT_0041,42.878563,-117.066,Wood,39,2019,Roadside,5
P_0001331,CKT_0026,39.87512,-120.078318,Composite,49,1986,Roadside,1
P_0001332,CKT_0006,43.102344,-116.909531,Wood,56,1976,Roadside,3
P_0001333,CKT_0062,42.956564,-117.058946,Composite,72,2009,Off-road,5
P_0001334,CKT_0016,41.842338,-118.082012,Composite,65,1976,Backyard,5
P_0001335,CKT_0054,42.127972,-118.154351,Steel,32,1970,Backyard,3
P_0001336,CKT_0063,40.082309,-119.968527,Steel,54,2017,Roadside,4
P_0001337,CKT_0137,42.976598,-117.065626,Composite,34,1983,Backyard,2
P_0001338,CKT_0094,39.780271,-120.076474,Wood,74,2020,Backyard,3
P_0001339,CKT_0064,40.074933,-119.836195,Composite,56,1998,Roadside,2
P_0001340,CKT_0114,42.077199,-118.068775,Composite,33,1971,Off-road,5
P_0001341,CKT_0125,40.145858,-119.936022,Wood,60,2011,Off-road,5
P_0001342,CKT_0085,40.055355,-119.965515,Composite,48,1992,Off-road,3
P_0001343,CKT_0057,41.996492,-118.003051,Steel,63,2001,Off-road,3
P_0001344,CKT_0143,43.00663,-116.713226,Wood,69,2001,Backyard,5
P_0001345,CKT_0118,42.985264,-117.043593,Composite,70,1996,Backyard,2
P_0001346,CKT_0069,39.976339,-119.924244,Composite,44,2010,Backyard,2
P_0001347,CKT_0010,39.841726,-120.048498,Wood,37,1966,Backyard,1
P_0001348,CKT_0011,40.05505,-120.030776,Composite,43,2016,Off-road,4
P_0001349,CKT_0146,41.973027,-118.161486,Steel,32,1986,Backyard,5
P_0001350,CKT_0145,40.215042,-120.103608,Composite,43,1965,Off-road,2
P_0001351,CKT_0117,43.10839,-116.844912,Composite,48,1981,Roadside,3
P_0001352,CKT_0035,41.958132,-117.939571,Steel,62,2000,Backyard,1
P_0001353,CKT_0139,43.256236,-116.992334,Wood,73,1986,Backyard,4
P_0001354,CKT_0095,39.919369,-120.229677,Composite,66,2004,Roadside,2
P_0001355,CKT_0078,43.033948,-116.845217,Wood,51,2018,Backyard,4
P_0001356,CKT_0003,40.005822,-120.012802,Steel,32,2006,Roadside,4
P_0001357,CKT_0117,42.956842,-116.827109,Wood,70,1994,Off-road,3
P_0001358,CKT_0103,42.832273,-116.95006,Steel,56,2012,Roadside,5
P_0001359,CKT_0033,39.915762,-119.896055,Steel,66,2011,Off-road,3
P_0001360,CKT_0148,42.040603,-118.141434,Composite,64,1966,Roadside,5
P_0001361,CKT_0147,41.984343,-118.213274,Composite,51,2016,Backyard,1
P_0001362,CKT_0013,40.105171,-120.024156,Wood,47,2018,Roadside,3
P_0001363,CKT_0042,40.058563,-119.935985,Steel,70,1999,Roadside,5
P_0001364,CKT_0083,43.12021,-117.066776,Composite,54,1976,Off-road,1
P_0001365,CKT_0138,42.995147,-116.951764,Steel,75,2019,Backyard,1
P_0001366,CKT_0054,41.996971,-117.993098,Steel,56,1970,Backyard,2
P_0001367,CKT_0054,42.004573,-118.103278,Steel,58,2018,Backyard,2
P_0001368,CKT_0109,39.818203,-119.824621,Composite,49,1976,Roadside,3
P_0001369,CKT_0041,42.87776,-116.933365,Wood,42,1970,Backyard,5
P_0001370,CKT_0082,39.999395,-119.9022,Wood,60,2022,Off-road,2
P_0001371,CKT_0021,43.090655,-117.102693,Wood,51,1995,Off-road,5
P_0001372,CKT_0026,40.147906,-119.99479,Steel,50,1974,Roadside,5
P_0001373,CKT_0077,42.198241,-117.929581,Composite,38,1978,Off-road,1
P_0001374,CKT_0105,43.001035,-117.108702,Steel,54,2010,Off-road,1
P_0001375,CKT_0035,41.854173,-118.073977,Wood,49,1967,Off-road,5
P_0001376,CKT_0067,43.006102,-116.961246,Wood,51,1994,Roadside,1
P_0001377,CKT_0077,42.068411,-118.177726,Composite,72,2012,Backyard,1
P_0001378,CKT_0078,43.102753,-116.97803,Composite,49,2005,Roadside,3
P_0001379,CKT_0043,40.178067,-119.89123,Wood,42,1983,Backyard,5
P_0001380,CKT_0089,40.117338,-120.127495,Steel,58,2007,Roadside,3
P_0001381,CKT_0082,39.647021,-120.068148,Wood,40,1982,Roadside,1
P_0001382,CKT_0123,42.168914,-117.946096,Composite,65,1997,Roadside,2
P_0001383,CKT_0087,43.036546,-117.08798,Composite,52,2000,Backyard,3
P_0001384,CKT_0019,39.881574,-120.055409,Wood,75,2016,Backyard,5
P_0001385,CKT_0083,42.910453,-116.985731,Wood,40,1969,Backyard,5
P_0001386,CKT_0135,42.072108,-117.755292,Steel,64,1993,Roadside,2
P_0001387,CKT_0105,42.96616,-116.974796,Wood,60,2022,Off-road,1
P_0001388,CKT_0149,42.190186,-117.777581,Wood,54,1968,Roadside,4
P_0001389,CKT_0057,42.080263,-118.044004,Steel,41,2010,Off-road,5
P_0001390,CKT_0128,39.979103,-119.985328,Composite,74,2009,Backyard,5
P_0001391,CKT_0029,40.039284,-119.973455,Steel,49,1986,Roadside,5
P_0001392,CKT_0058,42.102486,-118.024113,Wood,59,2001,Roadside,1
P_0001393,CKT_0117,42.92134,-116.96771,Composite,59,1971,Backyard,3
P_0001394,CKT_0042,40.111308,-120.060734,Composite,71,2010,Backyard,4
P_0001395,CKT_0053,39.857308,-119.871509,Wood,44,1974,Off-road,3
P_0001396,CKT_0014,40.130751,-120.080817,Steel,55,1976,Off-road,3
P_0001397,CKT_0031,39.99083,-119.980796,Steel,59,1996,Roadside,1
P_0001398,CKT_0146,42.08211,-117.918538,Steel,37,1987,Backyard,4
P_0001399,CKT_0135,41.897866,-117.978509,Wood,48,2014,Backyard,5
P_0001400,CKT_0146,42.08866,-117.920922,Composite,38,1997,Roadside,4
P_0001401,CKT_0129,41.996606,-117.900833,Composite,36,1985,Off-road,1
P_0001402,CKT_0105,42.969922,-116.823751,Steel,64,1994,Backyard,5
P_0001403,CKT_0032,39.911736,-119.85348,Steel,45,2004,Roadside,5
P_0001404,CKT_0050,39.902893,-120.127777,Wood,60,1989,Roadside,3
P_0001405,CKT_0069,39.947893,-119.894712,Wood,74,2002,Backyard,4
P_0001406,CKT_0114,42.178124,-117.992086,Composite,51,1999,Off-road,2
P_0001407,CKT_0036,40.038628,-119.859377,Wood,72,2007,Roadside,5
P_0001408,CKT_0105,42.976831,-117.231338,Steel,37,2002,Off-road,4
P_0001409,CKT_0013,39.949156,-119.94829,Steel,65,1971,Backyard,2
P_0001410,CKT_0081,39.932986,-119.91076,Steel,55,1969,Off-road,1
P_0001411,CKT_0126,39.936837,-120.057775,Composite,68,2014,Backyard,3
P_0001412,CKT_0053,39.965526,-119.932945,Steel,71,2007,Roadside,1
P_0001413,CKT_0071,43.072309,-117.04308,Wood,38,2021,Off-road,1
P_0001414,CKT_0043,39.949248,-120.109081,Wood,72,1974,Backyard,5
P_0001415,CKT_0055,40.276231,-120.107809,Steel,54,2004,Off-road,4
P_0001416,CKT_0114,41.940709,-117.870153,Wood,43,2008,Backyard,3
P_0001417,CKT_0034,39.899369,-120.256717,Composite,73,1984,Backyard,3
P_0001418,CKT_0088,40.03083,-120.041056,Wood,67,1965,Off-road,5
P_0001419,CKT_0091,42.91017,-117.059138,Steel,38,2019,Backyard,1
P_0001420,CKT_0138,42.969522,-116.901827,Steel,65,1968,Roadside,5
P_0001421,CKT_0110,42.962239,-117.202754,Steel,37,2020,Backyard,1
P_0001422,CKT_0082,40.055166,-119.94038,Wood,57,2009,Off-road,4
P_0001423,CKT_0122,43.068475,-117.058716,Composite,50,2010,Backyard,4
P_0001424,CKT_0089,40.083935,-120.10286,Steel,57,1999,Roadside,2
P_0001425,CKT_0126,40.120297,-119.970817,Steel,38,1977,Off-road,4
P_0001426,CKT_0141,42.83421,-116.855194,Steel,56,1974,Backyard,2
P_0001427,CKT_0128,39.872149,-119.993004,Wood,30,1969,Off-road,1
P_0001428,CKT_0078,42.73689,-117.104294,Wood,61,2007,Backyard,2
P_0001429,CKT_0084,42.948655,-116.988381,Wood,38,2006,Backyard,4
P_0001430,CKT_0131,43.001292,-117.067453,Composite,68,1992,Off-road,2
P_0001431,CKT_0105,42.943245,-116.774692,Steel,62,1992,Off-road,4
P_0001432,CKT_0028,43.096227,-116.957791,Steel,52,1979,Roadside,4
P_0001433,CKT_0116,39.908244,-120.122023,Composite,30,2001,Backyard,2
